oneway,fclass,miles,startlon,startlat,endlon,endlat
B,residential,0.67518372085,-97.8672638001,30.3335928996,-97.8601970003,30.3404099999
B,residential,0.02567162938,-97.7492490001,30.3845850001,-97.749635,30.3847489996
B,residential,0.15415925828,-97.666851,30.3696749996,-97.6655989998,30.3716319999
B,residential,0.04532068737,-97.7725950003,30.3725340001,-97.7727660001,30.373175
B,residential,0.03250370694,-97.7720898996,30.2325191003,-97.7725669999,30.2327450001
B,residential,0.58159108369,-97.6327158,30.3966341996,-97.6350782003,30.4020353003
B,residential,0.57859293942,-97.7578603999,30.2512140001,-97.7616069999,30.243606
B,residential,0.12492548603,-97.7616069999,30.243606,-97.7617053003,30.2419833002
B,residential,0.15282185383,-97.7628955998,30.2401699998,-97.7640756002,30.2382151003
B,residential,0.05856659616,-97.7533113997,30.2581216001,-97.7537766001,30.2573734002
B,residential,0.24178507718,-97.7750449999,30.2220620003,-97.7770038996,30.2189917004
B,residential,0.29678219369,-97.7548618003,30.2548398004,-97.7569604996,30.2509800001
B,residential,0.21861770779,-97.915146,30.2239779996,-97.9154077998,30.2212881004
B,residential,0.05186967881,-97.7697466999,30.3929214996,-97.7706049004,30.3930377001
B,residential,0.35895949433,-97.7448610001,30.37569,-97.7432399002,30.3806305003
B,residential,0.20310803073,-97.8640679998,30.3481800003,-97.8625039997,30.3507979996
B,residential,0.0379845075,-97.9021899997,30.1859949999,-97.9025584996,30.1864439999
B,residential,0.02698062935,-97.7613785001,30.3612529997,-97.7612559999,30.36163
B,residential,0.28604206982,-97.8771375,30.2149655004,-97.8809820001,30.2139700003
B,residential,0.11946276706,-97.7061945004,30.2206817999,-97.704431,30.2198679998
B,residential,0.14533171036,-97.7030779996,30.2192429998,-97.7009300004,30.2182610003
B,residential,0.0899526425,-97.7064866002,30.3074996001,-97.7057679996,30.3086470002
B,residential,0.11748504765,-97.6868898997,30.2193188,-97.6854450004,30.218176
B,service,0.08533939043,-97.7708309999,30.2766959998,-97.7721189999,30.2772300002
B,tertiary,0.17242516491,-97.711745,30.268861,-97.7107070997,30.2711103996
B,residential,0.05329510237,-97.828909,30.1821859996,-97.8292979999,30.1814899999
B,residential,0.09130244605,-97.712564,30.2990740003,-97.7125777003,30.3003961997
B,residential,0.03088612323,-97.7126906003,30.2978528999,-97.7128135997,30.2982762
B,residential,0.05306442187,-97.8551826,30.1509217,-97.8550865002,30.1501616002
B,service,0.04977274114,-97.7607582998,30.2713773004,-97.7613202996,30.2717618002
B,residential,0.79314786,-97.6801770003,30.2458120001,-97.6863996002,30.2364725002
B,residential,0.11953308771,-97.9309349997,30.2873690001,-97.9301333997,30.2870175001
B,residential,0.0729827305,-97.8693955,30.2179461,-97.8699840002,30.2170179997
B,residential,0.05422365738,-97.6592022003,30.2908066001,-97.6598029996,30.2902259996
B,residential,0.10220475132,-97.82462,30.191673,-97.8253510004,30.1903320002
B,residential,0.51695065353,-97.8919631998,30.1906184999,-97.8981500004,30.1897826997
B,residential,0.04109234767,-97.8906170002,30.3775579998,-97.8912620002,30.3776450002
B,residential,0.43666100738,-97.6636177996,30.3836531001,-97.6606303003,30.3782395996
B,residential,0.2491755945,-97.9274180002,30.3337759998,-97.9293130004,30.3306129996
B,residential,0.15629091084,-97.8822907997,30.1871285,-97.8840237996,30.1887654001
F,residential,0.1308290374,-97.9568630001,30.3581847998,-97.9579770002,30.3598119998
B,residential,0.01708816589,-97.7367718996,30.3637200002,-97.737019,30.3638449996
B,residential,0.61085177871,-97.8748874997,30.3162577999,-97.8712589996,30.3091228998
B,residential,0.05182284029,-97.701993,30.2805729996,-97.7023910003,30.2812300003
B,residential,0.18228393099,-97.8376961003,30.2063328999,-97.8383695999,30.2040910996
B,residential,0.13377580904,-97.787839,30.2095719998,-97.7870509996,30.2077690003
B,residential,0.31992454731,-97.7055972004,30.3868839002,-97.7036170002,30.3897985004
B,residential,0.17086297638,-97.7962860001,30.2853620002,-97.7953439998,30.2876870004
B,residential,0.02108738514,-97.8336059998,30.1843300004,-97.8339050001,30.1844919998
B,residential,0.03127856478,-97.6281729997,30.2994030001,-97.6283929999,30.2998150003
B,residential,0.1080616229,-97.7885159997,30.2327312998,-97.7869669004,30.2319398002
B,residential,0.15835041513,-97.7790349996,30.1466159996,-97.7810669997,30.1455259997
B,residential,0.22635831874,-97.8575220001,30.1806250004,-97.8563669999,30.1793849999
B,residential,0.09796322543,-97.6973967997,30.3193005004,-97.6959884002,30.3185747997
B,residential,0.25151605702,-97.7732279998,30.3686710001,-97.77023,30.3706210001
B,residential,0.2293301256,-97.6783286003,30.3729885004,-97.6749690002,30.3713779999
B,residential,0.36002234032,-97.8603750004,30.193175,-97.8629939998,30.1974330003
B,tertiary,0.42476454561,-97.8309766996,30.2127438997,-97.8340667998,30.2169407003
B,residential,0.04413682537,-97.7476567999,30.3182476002,-97.7473658998,30.3188301001
B,residential,0.11476480355,-97.7900939996,30.184614,-97.7907830998,30.1840110999
B,tertiary,0.18865887314,-97.7118936004,30.3365917996,-97.7102539996,30.3389130001
B,residential,0.19392571565,-97.6557509998,30.3067590003,-97.6527370002,30.3058410003
B,residential,0.15621706161,-97.9635429997,30.3877599999,-97.9615070002,30.3883569996
B,residential,0.25469989724,-97.6404389997,30.2900290004,-97.6389270001,30.293334
B,residential,0.0449537327,-97.7851029997,30.223908,-97.7854430001,30.2233260001
F,residential,0.27407962514,-97.8150922,30.1878505998,-97.8192416998,30.1891021
F,residential,0.27261937846,-97.8192416998,30.1891021,-97.8150922,30.1878505998
B,residential,0.02690256881,-97.8027200999,30.2256218002,-97.8031131,30.2258117001
B,residential,0.14038831599,-97.7603050001,30.1751869997,-97.7609130002,30.1732199998
B,residential,0.2586867324,-97.8867590003,30.3106783996,-97.8853695001,30.3073000999
B,residential,0.03124476822,-97.686354,30.3684810003,-97.6858480001,30.3683660004
B,residential,0.07381154412,-97.7821428002,30.3401235002,-97.7815554,30.3409892002
B,residential,0.12621689872,-97.9326846001,30.3099426004,-97.9308993002,30.3108392002
B,residential,0.04357674744,-97.8936099997,30.3809069996,-97.8941320004,30.3813490002
B,residential,0.02862312161,-97.7394763004,30.2186804999,-97.7390564996,30.2184829998
B,residential,0.33637984518,-97.7329123997,30.3354016997,-97.7331621999,30.3396120998
B,residential,0.07091888534,-97.7743833003,30.3934559002,-97.7754303001,30.3938597003
B,residential,0.36725115233,-97.8498257999,30.2091136001,-97.855334,30.2106100001
B,residential,0.44323033608,-97.8400891999,30.1867775998,-97.8452637002,30.1907985002
B,residential,0.03166719844,-97.8385394998,30.1861279997,-97.8390089999,30.1863401003
B,residential,0.10018436411,-97.6758406996,30.3539433002,-97.6743097,30.3533743001
B,residential,0.05180528961,-97.8871789999,30.1834310003,-97.8870060999,30.1827281001
B,residential,0.11393304767,-97.7925729997,30.300083,-97.7933990001,30.2990130001
B,residential,0.09975837639,-97.8154950001,30.1543900002,-97.8151909996,30.1556990003
B,residential,0.05801859686,-97.8165379996,30.1637950004,-97.8163829997,30.1646060001
B,residential,0.06282230351,-97.7729640002,30.3747630004,-97.7738640003,30.3752349997
B,residential,0.06176596744,-97.6881520002,30.2843340004,-97.6876384999,30.2850763998
B,residential,0.25991103926,-97.9264359999,30.3335649999,-97.928582,30.3302829997
B,residential,0.23874985813,-97.7836483004,30.3231135,-97.7871891004,30.3229371996
B,residential,0.23587199727,-97.7023035997,30.2348274001,-97.6988349002,30.2331983996
B,residential,0.11473261142,-97.8166502998,30.2890023002,-97.8182097997,30.2892071001
B,residential,0.20836406735,-97.7572480003,30.3632239998,-97.7556989999,30.3659080004
B,residential,0.26528118752,-97.8587199996,30.1520179996,-97.8570200004,30.1484620002
B,residential,0.01867096202,-97.769508,30.3910693998,-97.7698111003,30.3910029004
B,residential,0.27415313617,-97.6908,30.3102280002,-97.688206,30.3078480002
B,residential,0.21105211075,-97.6938774,30.3118483996,-97.690741,30.3104420002
B,residential,0.51662523903,-97.7014926001,30.3157813004,-97.694798,30.3117159996
B,residential,0.02569886665,-97.7806779998,30.34595,-97.7810143004,30.3460964996
B,residential,0.05369485416,-97.8798049998,30.2467280001,-97.8806960004,30.246824
B,residential,0.30795651724,-97.9047629996,30.352405,-97.9073639999,30.3550339998
B,residential,0.3218042571,-97.7321219999,30.3686360003,-97.7364853001,30.3711378998
B,residential,0.17074732962,-97.8634150003,30.3403699999,-97.8652460002,30.3422730004
B,residential,0.1062583616,-97.7577363996,30.2777603996,-97.7568971999,30.2791201997
B,residential,0.05049257066,-97.758002,30.277052,-97.7576094001,30.2777010003
B,residential,0.04098338229,-97.8333083998,30.1547283,-97.8326238997,30.1547406998
B,residential,0.06456342825,-97.7888059996,30.219638,-97.7896299998,30.2191350002
B,residential,0.69068171384,-97.9162840003,30.3789930003,-97.9207969998,30.3858079998
B,residential,0.04100219873,-97.8156419997,30.336941,-97.8162499998,30.3372170002
B,residential,0.26938769528,-97.8429682004,30.1387347999,-97.842658,30.1349060001
B,residential,0.05475277798,-97.7237145996,30.3598197996,-97.7242582003,30.3604129997
B,residential,0.28684356827,-97.8666656997,30.3343377999,-97.8696910001,30.3368830001
B,residential,0.65074711811,-97.7230113001,30.3021895999,-97.7177329003,30.3104522003
B,residential,0.14243999755,-97.7629139999,30.3088070003,-97.7650599999,30.3095899996
B,residential,0.26752979943,-97.8240276004,30.1957275997,-97.8263656003,30.1925012001
B,residential,3.10176321067,-97.566048,30.1431439996,-97.5412564,30.1826091
B,residential,0.01414465792,-97.9637710003,30.3891969996,-97.9637979998,30.3894010001
B,residential,0.27977913782,-97.7419269997,30.3109126001,-97.7396600004,30.3144662002
B,residential,0.41064204159,-97.8581280002,30.2200131,-97.8578093003,30.2149883
B,residential,0.1648050733,-97.7405799997,30.1660219997,-97.738228,30.1647779999
B,residential,0.05246251563,-97.9316159996,30.3718799997,-97.9315530003,30.3726350003
B,residential,0.26947303393,-97.6744230002,30.3058990002,-97.6701218001,30.3058122004
B,residential,0.14851616833,-97.7688100002,30.2513500001,-97.7709809996,30.2523969998
B,residential,0.10136559669,-97.7866059998,30.2775600001,-97.7857699999,30.2763199996
B,residential,0.05863389472,-97.676174,30.3432090004,-97.6752529998,30.3431399999
B,residential,0.03756107098,-97.7774940004,30.3464860004,-97.7781055997,30.3463596996
B,residential,0.06663203742,-97.7748160002,30.2547369998,-97.7752497998,30.2538635
B,residential,0.12648715238,-97.7416799002,30.2291416999,-97.7396559004,30.2287207003
B,residential,0.06178579881,-97.7300499997,30.1949560003,-97.7307056999,30.1942902997
B,residential,0.20669683505,-97.9467179999,30.3668590001,-97.949839,30.3681060001
B,residential,0.10572038666,-97.7864990002,30.2169389996,-97.7868130003,30.215718
B,residential,0.17087753724,-97.7345379998,30.3606899998,-97.7331134998,30.3628411998
B,residential,0.23107443823,-97.6888498004,30.3435749004,-97.6875747002,30.3466405004
B,residential,0.04959953865,-97.8423290001,30.2777449996,-97.8429949004,30.2781069003
B,residential,0.21798501103,-97.6828589998,30.3549480003,-97.6812932999,30.3577637003
F,residential,0.04228210945,-97.6238197998,30.3169935001,-97.6242795,30.3165461998
B,residential,0.06180528796,-97.8502920004,30.3771109999,-97.8504622996,30.3762260004
B,residential,1.08019412249,-97.7684454996,30.3878616998,-97.7675099996,30.4021410003
B,residential,0.05759032679,-97.7649290002,30.3285232998,-97.7653299998,30.3292800002
B,residential,0.1552138878,-97.7650595997,30.3265387002,-97.7649290002,30.3285232998
F,residential,0.0354377798,-97.6950345001,30.3375356003,-97.6953558,30.3371104997
B,residential,0.05345958037,-97.689026,30.2041839996,-97.6896399996,30.2036249999
B,residential,0.05521694146,-97.792364,30.1908859997,-97.7932840002,30.1908240004
B,residential,0.15001319806,-97.7522464999,30.3254716996,-97.7507122996,30.3271095997
B,residential,0.0483889646,-97.9233149999,30.3777089996,-97.9228009996,30.3782520003
B,residential,0.06080732651,-97.9264359999,30.3335649999,-97.9274180002,30.3337759998
B,residential,0.03257237525,-97.6812650001,30.3260719997,-97.6808390002,30.3257769996
B,residential,0.14904284732,-97.9038509998,30.1892859996,-97.9027769998,30.1875270004
B,residential,0.08134455345,-97.7647130001,30.2771370004,-97.7659446001,30.2776256002
B,residential,0.4125756296,-97.780233,30.3258199998,-97.7847389002,30.3234920004
B,residential,0.32525646959,-97.7692139999,30.3087159997,-97.7722087001,30.3107680998
B,residential,0.25649887305,-97.7762069996,30.2484779999,-97.7799860003,30.2502390001
B,residential,0.05462621465,-97.853521,30.1546290004,-97.8529309998,30.1552340004
B,residential,0.51262814706,-97.9784819997,30.3733869999,-97.9727951997,30.3763900997
B,residential,0.40148944217,-97.7546262004,30.2269900998,-97.7531358997,30.2262827003
B,residential,0.07327869355,-97.7499537997,30.3858567998,-97.7509943999,30.3864205002
B,residential,0.32236402126,-97.7527561996,30.3244990999,-97.7520000002,30.3290274004
B,residential,0.27142078562,-97.7543057999,30.3209762,-97.7527561996,30.3244990999
B,residential,0.22682831756,-97.7453079002,30.3187089003,-97.7486100004,30.3201970004
B,residential,0.02783726892,-97.8474060004,30.3762519998,-97.8474293998,30.3758614998
B,residential,0.21912980709,-97.6619924999,30.3942709998,-97.6610933001,30.3956785998
B,residential,0.25960942077,-97.7835459998,30.3201260996,-97.7855419003,30.3232663002
B,residential,0.37049627876,-97.6246619997,30.1724090002,-97.6249749997,30.172289
B,residential,0.03000730501,-97.8514258,30.2210932002,-97.8513220002,30.2206669998
B,residential,0.59494577117,-97.8448364997,30.1553972004,-97.8390566001,30.1504741002
B,residential,0.36408346875,-97.8195875,30.2145603,-97.8163960003,30.2101040001
B,residential,0.50980725999,-97.5597365003,30.3414364996,-97.5580523004,30.3486916003
B,residential,0.14330964341,-97.6814899997,30.3257989997,-97.6809000003,30.327384
B,tertiary,0.4068527039,-97.7175134998,30.2614804996,-97.7170469999,30.2672070002
B,residential,0.02124049883,-97.8813560003,30.2202559997,-97.8816199,30.2200496997
B,residential,0.2563377161,-97.8842319998,30.3414209998,-97.8815270001,30.3424290004
B,residential,0.0439151848,-97.8820889999,30.3414930004,-97.8819560001,30.3408660003
B,residential,0.20785014431,-97.8810719998,30.3426669997,-97.8842319998,30.3414209998
B,secondary,0.03172246736,-97.8183867,30.2330591,-97.8184508001,30.2326024
F,secondary,1.04748589254,-97.8474878,30.1870798997,-97.8389817,30.2003703003
B,residential,0.35562527851,-97.8455296,30.1815285997,-97.8452259997,30.1768530001
B,residential,0.06105365962,-97.6822759999,30.3005659998,-97.681342,30.300278
B,residential,0.25490835373,-97.8166510003,30.120296,-97.8165229998,30.1165970003
B,residential,0.13081458958,-97.7905229996,30.2046890004,-97.7913659998,30.2029581004
B,residential,0.07651856422,-97.7802437999,30.2536878004,-97.7805490001,30.2526099998
B,residential,0.05451655674,-97.7785460004,30.2556339998,-97.7786368004,30.2548662998
B,residential,0.23904802395,-97.5545939997,30.3405267004,-97.5554041998,30.3371283
B,residential,0.43038817145,-97.6995913002,30.2310794997,-97.6930778002,30.2293520001
B,tertiary,3.01765083789,-97.7487800001,30.1135000004,-97.7319428001,30.1522442996
B,residential,0.16858797354,-97.8217338004,30.1985297002,-97.8231420002,30.1964130001
B,residential,0.06892509669,-97.6806630002,30.3634759997,-97.6800830004,30.364341
B,residential,0.06281355789,-97.7364258,30.3217085998,-97.7359556003,30.3223526996
B,residential,0.55408392505,-97.7747031002,30.3214530997,-97.7758259001,30.3293222
B,residential,0.02204642587,-97.7500150004,30.1801900002,-97.7502110004,30.1799190003
B,residential,1.13043857154,-97.6246792001,30.2671999001,-97.6201265999,30.2820915004
B,residential,0.27758396109,-97.796128,30.2256419999,-97.7960926998,30.2217789998
B,residential,0.02450873257,-97.6619842998,30.3775004,-97.6616087996,30.3776439003
B,residential,0.40611115226,-97.9742992997,30.3672210996,-97.9723549996,30.3681162002
B,residential,0.16861896359,-97.7230683999,30.2869020001,-97.7205784002,30.2857552998
B,residential,0.23301845018,-97.9435420001,30.3650019999,-97.9467179999,30.3668590001
B,residential,0.14959675367,-97.9437709998,30.3646699999,-97.9426670002,30.3666050001
B,residential,0.04220685284,-97.8499410004,30.2224969996,-97.8506464996,30.2225056997
B,residential,0.29439607512,-97.7598240004,30.3422850001,-97.7614390002,30.344623
B,residential,0.24867488748,-97.7960010004,30.1714120001,-97.792832,30.1691429997
B,residential,0.21987788583,-97.6765700003,30.2853870004,-97.6742163999,30.2831683999
B,residential,0.0578222553,-97.9025340002,30.1848599997,-97.9027999999,30.185667
B,residential,0.05884067097,-97.9702610001,30.3546530002,-97.9703219004,30.3553808
B,residential,0.04454221158,-97.8294027997,30.2007517001,-97.8300719996,30.2010350001
B,residential,0.18636453237,-97.7484586004,30.3748688003,-97.7469590996,30.3772411003
B,residential,0.20428968524,-97.7636270004,30.3692679997,-97.7662845996,30.3696163
B,residential,0.0999084417,-97.7550710996,30.2439256002,-97.7565328,30.2446277998
B,residential,0.18628234639,-97.7521838,30.2428937001,-97.7549052996,30.2442083003
B,residential,0.24355456574,-97.6447030002,30.3067930001,-97.6436984998,30.3071199999
B,residential,0.12890013597,-97.9565906998,30.3003736996,-97.9544669004,30.3004633998
B,residential,0.09205192544,-97.8879497998,30.1905081999,-97.8893399997,30.1908617998
B,residential,0.1659311569,-97.8127330004,30.210004,-97.8129529998,30.2089580003
B,residential,0.03015793043,-97.7936829997,30.2811989997,-97.7932850002,30.2809299999
B,residential,0.14305915349,-97.8304859998,30.1863340002,-97.8325679996,30.1873539996
B,residential,0.14662276358,-97.7760261998,30.3499304003,-97.7777400999,30.3513099
B,residential,0.06565394997,-97.7702259998,30.3488190001,-97.7701253,30.3497453998
B,residential,0.15578803359,-97.6387259998,30.1815639997,-97.6399630002,30.1795739996
B,residential,0.33444013409,-97.7102874004,30.2901884997,-97.7094700003,30.2947179999
B,residential,0.15802700974,-97.7091790004,30.2956849996,-97.7101369996,30.297743
B,residential,0.16329942734,-97.7795269998,30.1970000001,-97.780469,30.1947750001
B,residential,0.26693395792,-97.8328190004,30.1817369996,-97.8347642996,30.1786156002
B,residential,0.12466914122,-97.7562627004,30.2893816001,-97.7581899997,30.2898670002
B,residential,0.09473790296,-97.8197199998,30.1363560004,-97.8202077003,30.1375895996
B,residential,0.3466380801,-97.7383562002,30.3437696998,-97.7434400003,30.3461910003
B,residential,0.01469599811,-97.7897520001,30.3718380004,-97.7895119998,30.3718849999
B,residential,0.11116714307,-97.8324470003,30.2005199997,-97.8333339999,30.199102
B,tertiary,5.13856677084,-97.8404874997,30.3266711002,-97.811417,30.3620846001
B,residential,0.02108270825,-97.8724159999,30.2200259999,-97.8726950002,30.2202130004
B,residential,0.82510668133,-97.7409769002,30.3730903001,-97.7534676002,30.3774391004
B,residential,0.46381973162,-97.9184510004,30.3916409999,-97.9207756004,30.3966848998
B,residential,0.07088921557,-97.9182259999,30.2311900003,-97.9190520002,30.2304519996
B,residential,0.15393183397,-97.7070670001,30.258036,-97.7046829999,30.2571929998
B,residential,0.07836590596,-97.7482839997,30.3709259997,-97.7476959996,30.3719429999
B,service,0.06501784659,-97.7253166996,30.2657051998,-97.7263196002,30.2660699001
B,residential,0.07180100055,-97.7495708001,30.2498352,-97.7484258003,30.2495216001
B,residential,0.21535042263,-97.7699401,30.3676011,-97.7725849998,30.3692580002
B,residential,0.13051733812,-97.8736505002,30.1950450998,-97.8746778002,30.1933842003
B,residential,0.46479722995,-97.7994640001,30.2704359998,-97.8016969996,30.2682469996
B,residential,0.35049484405,-97.8263210002,30.1208729996,-97.8321740003,30.1208310004
B,residential,0.13722357351,-97.7349043,30.3442556997,-97.7367839002,30.3443772998
B,residential,0.31676522466,-97.6221980002,30.2790030001,-97.6174400003,30.2771730002
B,residential,0.20426388807,-97.8298900002,30.1787900004,-97.8302180001,30.1758840003
B,residential,0.39830792499,-97.9162882001,30.3208587,-97.9205022002,30.3200877004
B,residential,1.71060984545,-97.8955546002,30.2303136002,-97.9161620001,30.2236430003
B,residential,0.2060599625,-97.9461550001,30.3611589999,-97.9483650003,30.3595250001
B,residential,0.20104588124,-97.7136613996,30.2908743002,-97.7116254999,30.2890128996
B,residential,0.23810842607,-97.7279537996,30.2734777003,-97.7240351999,30.2740945004
B,residential,0.46647027104,-97.7084028999,30.2765259003,-97.7008215997,30.2775773004
F,residential,0.0353748766,-97.7315047997,30.2729032997,-97.7309666004,30.2730951
B,unclassified,0.06737277726,-97.7378015001,30.2743490004,-97.7367286998,30.2740496997
B,residential,0.42141385102,-97.8554839997,30.1566150003,-97.8599499997,30.1583019998
B,residential,0.09642945688,-97.7167597996,30.2618030001,-97.7153410004,30.2611937004
B,residential,0.17637257287,-97.5595430004,30.3460029997,-97.5566449,30.3455164998
B,residential,0.10865988763,-97.9524669998,30.385481,-97.9541980004,30.3857059996
B,residential,0.68533696201,-97.8913312004,30.2241985997,-97.8804249996,30.2238049997
B,residential,0.10376706433,-97.6116840001,30.3572199999,-97.6118080004,30.3586530003
B,residential,0.28543898295,-97.8933959997,30.1940940001,-97.8963141001,30.1919947001
B,residential,0.23045490281,-97.7856610003,30.22036,-97.7878929998,30.2178219999
B,residential,0.16609008764,-97.7042043996,30.2866437004,-97.7044463002,30.2889999998
B,residential,0.11677709634,-97.7642177003,30.2077683996,-97.7625886998,30.2068798002
B,residential,0.07556193023,-97.6778920001,30.3132084002,-97.6768195999,30.3137552996
B,residential,0.0869286702,-97.7209334004,30.2963325996,-97.7202290999,30.2974366999
B,residential,0.1786170233,-97.8862629001,30.1904501001,-97.8883069998,30.1923109998
B,residential,0.03556954314,-97.8371465003,30.1558085,-97.8371572004,30.1563247998
B,residential,0.05969795496,-97.9724902999,30.3604155996,-97.9725003003,30.3595490003
B,residential,0.07382232862,-97.8875190003,30.2157749999,-97.8880863997,30.2148232996
B,residential,0.17820905401,-97.7803920001,30.3136200002,-97.7797920003,30.3116029998
B,residential,0.11035951166,-97.779395,30.3107809996,-97.7795210004,30.3121420004
B,residential,0.10582884257,-97.7832877002,30.3111123998,-97.7816168003,30.3109469003
B,residential,0.26326422281,-97.7635462997,30.3583211001,-97.7598259996,30.3591479998
B,residential,0.08215663935,-97.7128195999,30.2913866997,-97.7119929998,30.2923300004
B,residential,0.29970939806,-97.7562912997,30.3033804003,-97.7539722998,30.3072374001
B,residential,0.42386280347,-97.9046899998,30.226308,-97.908379,30.221062
B,residential,0.0811106822,-97.7528796999,30.3783552002,-97.7538209996,30.3791788003
B,residential,0.05350560323,-97.5796873997,30.2404425996,-97.5804706003,30.2408180001
B,residential,0.11078009878,-97.6822689996,30.3068429997,-97.6831299997,30.3054189997
B,residential,0.16951096264,-97.6845559999,30.3035180002,-97.6828749997,30.3052819997
B,residential,0.19991911725,-97.7618921002,30.2846534999,-97.7601249999,30.2871170001
B,residential,0.06402887055,-97.7627888997,30.2836733,-97.7624360003,30.2845450003
B,residential,0.03879955259,-97.7624360003,30.2845450003,-97.7624817003,30.2850978
B,residential,0.24292811484,-97.6894996001,30.3167334,-97.6879780003,30.3139416004
B,residential,0.18176740111,-97.6726149996,30.3607699999,-97.6707814996,30.3587905004
B,residential,0.29964443215,-97.7543103999,30.2515497998,-97.7586892997,30.2536618001
B,residential,0.07942149561,-97.7609769996,30.2543970003,-97.762157,30.2549260004
B,residential,0.1143612604,-97.7495129997,30.2499910004,-97.7513160001,30.2505442004
B,residential,0.06270739431,-97.7587793002,30.2535191001,-97.7597030002,30.2539500004
B,residential,0.06216448978,-97.7009969999,30.3474829996,-97.7004940001,30.3482730001
F,residential,0.0238583347,-97.7858613,30.2641569998,-97.7855753003,30.2639302996
F,residential,0.02465066204,-97.7855753003,30.2639302996,-97.7855723001,30.2642718001
F,residential,0.10447562871,-97.7875546002,30.2579162004,-97.7865289998,30.2590555002
F,residential,0.10069672747,-97.7865289998,30.2590555002,-97.7875546002,30.2579162004
B,residential,0.16781460715,-97.8931705001,30.1925365003,-97.8929699999,30.194812
B,residential,0.17916434785,-97.8379707002,30.1532992997,-97.8378290003,30.1507040002
B,residential,0.11359693273,-97.7998513003,30.3043104998,-97.8011929998,30.3053940003
B,residential,0.797825349,-97.7151949999,30.1210489996,-97.7258290002,30.126381
B,residential,0.06264783414,-97.7159350997,30.2822947004,-97.7149019999,30.2824470996
B,residential,0.63956967087,-97.8291700003,30.3766979997,-97.8234710001,30.3690610001
B,residential,0.05302780438,-97.8692549998,30.1905599999,-97.8684501003,30.1908820004
B,tertiary,0.34328232202,-97.7819550002,30.2186029999,-97.7869910004,30.220945
B,residential,0.32140981092,-97.616323,30.1321370999,-97.6116418003,30.1298535999
B,residential,0.06888331737,-97.8648809996,30.1710779999,-97.8654489997,30.171878
B,residential,0.07729594317,-97.8348119997,30.3022720003,-97.8360059999,30.3018410002
B,residential,0.06575810082,-97.70958,30.3395780002,-97.7086260001,30.3391019999
B,residential,0.0164190717,-97.7348821002,30.1946673,-97.7349079998,30.1944300003
B,residential,0.02307649166,-97.7669499998,30.3725170003,-97.7671717996,30.3722426998
B,residential,0.56905513711,-97.6849062004,30.2970844004,-97.6818199996,30.304119
B,residential,0.07642901107,-97.7657619001,30.2464468999,-97.7651640002,30.2454840003
B,residential,0.07099855333,-97.7651159998,30.2454400001,-97.7651159998,30.2454400001
B,residential,0.312327882,-97.7416640002,30.1526590004,-97.7441466003,30.1486716996
B,residential,0.06584975894,-97.7922490001,30.2753869997,-97.7932250001,30.2758300004
B,residential,0.11247479373,-97.6787199996,30.3092693004,-97.6771794996,30.3085196004
B,residential,0.02883848946,-97.830724,30.2535340001,-97.830256,30.2536350003
B,residential,0.08877558475,-97.8263210002,30.1324332998,-97.8276130004,30.1318009999
B,residential,0.13255691777,-97.8695518004,30.2630563996,-97.8704170003,30.2647219
B,residential,0.30529428557,-97.6250529997,30.2744349999,-97.6205889998,30.2722859997
B,residential,0.03663076497,-97.6629160002,30.3721389999,-97.6631940004,30.3716649996
B,residential,0.02903393489,-97.8566500004,30.345872,-97.8569431002,30.3462081998
B,residential,0.28658259239,-97.8279991001,30.2175842003,-97.8322296998,30.2195332002
B,residential,0.0956460106,-97.8462701998,30.2109348001,-97.8475448998,30.2116337001
B,residential,0.08488472242,-97.8468297004,30.2098130002,-97.8462701998,30.2109348001
F,secondary,1.14097202938,-97.7522240996,30.2162438003,-97.7617526001,30.2019331998
B,residential,0.0901996344,-97.8292860002,30.3197490004,-97.8306160004,30.320325
B,residential,0.02031913234,-97.8318400002,30.1779500003,-97.8321589996,30.1778490001
B,residential,0.32888555717,-97.7537562997,30.1980309002,-97.7536167996,30.1934129004
B,residential,0.40204111201,-97.7498710999,30.1726870004,-97.7515480999,30.1673560999
B,residential,0.02345102583,-97.843576,30.2078784002,-97.8439163997,30.2080472002
B,residential,0.37546515858,-97.7787393996,30.2461867998,-97.7830820999,30.2499428003
B,residential,0.02936691354,-97.7884178999,30.2531846,-97.7882797001,30.2535936998
B,residential,0.27979640008,-97.8242160003,30.1632169999,-97.8254529998,30.1593
B,residential,0.09409858708,-97.7960459998,30.2796589998,-97.7974220003,30.2791909998
B,residential,0.34383208601,-97.8462009997,30.253318,-97.8412099997,30.2508559998
B,residential,0.16262313898,-97.7817800002,30.2754590003,-97.7811130001,30.2749130003
B,residential,0.41877548085,-97.7031900003,30.34755,-97.6970670003,30.3445910003
B,residential,0.06692020726,-97.7547769997,30.2919520001,-97.7545980004,30.2929110002
B,residential,0.17240296074,-97.8178672003,30.1983987004,-97.8192951996,30.1962262999
B,residential,0.1092714768,-97.8441850002,30.2574160001,-97.8459770001,30.2573400002
B,residential,0.08965774137,-97.753692,30.3143889997,-97.7551889998,30.314474
B,residential,0.13128239966,-97.7407194998,30.3089272001,-97.7426458,30.3098431003
B,residential,0.2272629203,-97.7445819999,30.3107869001,-97.7479167004,30.3123724004
B,residential,0.31283523976,-97.7312527998,30.3041898,-97.7358327996,30.3063877998
