oneway,fclass,miles,startlon,startlat,endlon,endlat
B,service,0.21201153883,-97.572736,30.3438485002,-97.5727596998,30.3449999004
B,residential,0.02394580857,-97.5645748997,30.3367065,-97.5646625998,30.3363673
B,residential,0.17378853646,-97.5617226998,30.3341934003,-97.5645629001,30.334737
B,residential,0.17425097304,-97.5637640997,30.3378412996,-97.5609149998,30.3373012001
B,residential,0.17384634999,-97.5611220004,30.3365239997,-97.5639646998,30.3370619004
B,residential,0.04509810859,-97.5646017004,30.3375915003,-97.5638640998,30.3374526001
B,residential,0.17485445456,-97.5619075996,30.3334038,-97.5647672998,30.3339424004
B,residential,0.20838032448,-97.5615236997,30.3349573996,-97.5649271003,30.3356175001
B,service,0.06530073429,-97.5742519997,30.3452064999,-97.5741372004,30.3450651004
B,residential,0.05571827205,-97.5630249002,30.3328092996,-97.5631993003,30.3320147
B,service,0.0785798852,-97.5730920002,30.3450023996,-97.5729320998,30.3450011999
B,residential,0.35572494259,-97.5590925003,30.3353138,-97.5649093,30.336414
B,residential,0.30168237432,-97.5598740004,30.3321898996,-97.5648061999,30.3330281002
B,service,0.12046839917,-97.5738850997,30.3450083999,-97.5722022002,30.3450054996
B,secondary,0.03848765195,-97.7351210996,30.0848203002,-97.7351906001,30.0842648996
B,secondary,0.02789621364,-97.6631716999,30.1396998003,-97.6627637,30.1395041996
B,secondary,3.22256218599,-97.6507924996,30.1337887004,-97.6117897001,30.1027978001
B,residential,1.03709817616,-97.6920511998,30.0560221998,-97.6786059998,30.0645260002
B,residential,0.67091388375,-97.6597013996,30.1173659997,-97.6496560002,30.1132580001
B,residential,0.07372074775,-97.6606561999,30.1180416001,-97.6597013996,30.1173659997
B,secondary,0.27002173203,-97.5735894998,30.2882957002,-97.5709824002,30.2912772001
B,secondary,0.03926725817,-97.5762728996,30.2881264999,-97.575623,30.2880437003
B,residential,0.05321481944,-97.6118410002,30.1722439998,-97.6110630003,30.1718699996
B,secondary,1.90718266667,-97.6379806003,30.2089612999,-97.6270009996,30.2331350001
B,secondary,0.09680773417,-97.6383250002,30.2075880999,-97.6379806003,30.2089612999
F,motorway,0.05981455966,-97.6906910004,30.0557147998,-97.6907815001,30.0565795996
F,motorway,0.05597428146,-97.6894245004,30.0436298001,-97.6895114001,30.0444389003
F,motorway,0.77990399404,-97.6895114001,30.0444389003,-97.6906910004,30.0557147998
F,motorway,0.63323194499,-97.6915754998,30.0637964,-97.6918008996,30.0729839001
F,motorway,1.05197562492,-97.6222921997,30.2135141996,-97.6199989996,30.2283751997
F,motorway,0.79430718925,-97.6037708996,30.2540437997,-97.5973735003,30.2641496002
F,motorway,0.02216924889,-97.5896866998,30.2750236997,-97.5899581997,30.2748044998
F,motorway,1.67956903321,-97.6066197,30.2505257004,-97.6201074002,30.2295034999
F,motorway,1.65699725707,-97.6194296999,30.2291846003,-97.6061481001,30.2502412997
F,motorway,1.54287066578,-97.6662509004,30.137205,-97.6609803003,30.1160627004
F,motorway,1.58778125339,-97.6605437001,30.1157406001,-97.6656060001,30.1375119
F,motorway,0.06157382316,-97.6593204,30.1494868002,-97.6597873001,30.1486903003
F,motorway,0.07061960801,-97.6689912003,30.1032263001,-97.6696298997,30.1023645004
F,motorway,0.05493716179,-97.5865681,30.332592,-97.5869781999,30.3333058
F,motorway,0.0671998288,-97.5796754,30.3232414996,-97.5803286001,30.3240356001
F,motorway,0.04663429988,-97.6609803003,30.1160627004,-97.6612765999,30.1154365996
F,motorway,0.05703614997,-97.5873871999,30.3329416996,-97.5869569003,30.3322025999
F,motorway,0.07642211875,-97.6060010996,30.2514964997,-97.6066197,30.2505257004
F,motorway,0.06301307608,-97.5807463001,30.3236758002,-97.5801139004,30.3229437997
F,motorway,0.04512701983,-97.6631106,30.1431966,-97.6634621998,30.1426171003
F,motorway,0.0637907527,-97.6201074002,30.2295034999,-97.6206742996,30.2287191004
F,motorway,1.05336420174,-97.6588230003,30.1492568004,-97.6518738003,30.1632835002
F,motorway,0.0647609338,-97.6042844997,30.2532160996,-97.6037708996,30.2540437997
F,motorway,0.04453659703,-97.6608290002,30.1151434998,-97.6605437001,30.1157406001
F,motorway,0.0571224819,-97.6644976999,30.1398814004,-97.6640614001,30.1406189002
F,motorway,0.07043494105,-97.6656060001,30.1375119,-97.6652453,30.1384852002
F,motorway,0.07700787645,-97.6061481001,30.2502412997,-97.6055352004,30.2512244997
F,motorway,0.13785341833,-97.6634621998,30.1426171003,-97.6645459,30.1408513003
F,motorway,0.33928298582,-97.6222093002,30.2085892,-97.6222921997,30.2135141996
F,motorway,0.0456308227,-97.6629711997,30.1423848998,-97.6626196996,30.1429727003
F,motorway,0.06533063624,-97.6199989996,30.2283751997,-97.6194296999,30.2291846003
F,motorway,0.06456858253,-97.6042746,30.2542494,-97.6047816,30.2534217998
F,motorway,0.13804918684,-97.6640614001,30.1406189002,-97.6629711997,30.1423848998
F,motorway,0.06874122069,-97.6659586998,30.1381701003,-97.6662509004,30.137205
F,motorway,0.15625138874,-97.6055352004,30.2512244997,-97.6042844997,30.2532160996
F,motorway,0.05979131299,-97.6645459,30.1408513003,-97.6650098,30.1400826003
F,motorway,0.56992926243,-97.6751585,30.0955801003,-97.6692248999,30.1020307998
F,motorway,0.16867095039,-97.5876134999,30.2766844004,-97.5896866998,30.2750236997
F,motorway,0.15134942367,-97.6047816,30.2534217998,-97.6060010996,30.2514964997
F,motorway,0.06294338681,-97.6593076998,30.1484458997,-97.6588230003,30.1492568004
F,motorway,0.16865183358,-97.5892666004,30.2746341997,-97.5871859001,30.2762874
F,motorway,3.76655734661,-97.5871859001,30.2762874,-97.5796754,30.3232414996
F,motorway,3.71609221072,-97.5801139004,30.3229437997,-97.5876134999,30.2766844004
F,motorway,0.10613865842,-97.6652453,30.1384852002,-97.6644976999,30.1398814004
F,motorway,0.14346408486,-97.6650098,30.1400826003,-97.6659586998,30.1381701003
F,motorway,0.61348704154,-97.6696298997,30.1023645004,-97.6760452,30.0954393996
F,motorway,0.42755015874,-97.6597873001,30.1486903003,-97.6631106,30.1431966
F,motorway,0.4259647161,-97.6626196996,30.1429727003,-97.6593076998,30.1484458997
F,motorway,0.69688872212,-97.5869569003,30.3322025999,-97.5807463001,30.3236758002
F,motorway,0.69972834315,-97.5803286001,30.3240356001,-97.5865681,30.332592
F,motorway,0.95975119957,-97.6612765999,30.1154365996,-97.6689912003,30.1032263001
F,motorway,0.96604847022,-97.6686142,30.1028621996,-97.6608290002,30.1151434998
F,motorway,1.36942965815,-97.5869781999,30.3333058,-97.5922886003,30.3517589999
F,motorway,0.90835696348,-97.6228086003,30.2085635999,-97.6238813998,30.1955177996
F,motorway,1.07695806824,-97.6206742996,30.2287191004,-97.6227909997,30.2134646002
F,motorway,0.05288334203,-97.7960223,30.1105833003,-97.7952551999,30.1102030004
F,motorway,0.05619147017,-97.7947291001,30.1105854002,-97.7954865999,30.1110668001
F,motorway,0.07641844406,-97.7703837004,30.0976601,-97.7715693001,30.0980700002
F,motorway,1.00403551506,-97.6795624,30.0924131998,-97.6914780996,30.0822602001
F,motorway,0.08400512638,-97.6952630997,30.0806123004,-97.6939013004,30.0809033003
F,motorway,0.16397027222,-97.7910887002,30.1075664004,-97.7888971998,30.1061395
F,motorway,0.30861857107,-97.7952551999,30.1102030004,-97.7910887002,30.1075664004
F,motorway,0.07671218153,-97.7714851002,30.0975446999,-97.7702962,30.0971305001
F,motorway,0.12082311489,-97.7888731996,30.1067244002,-97.7904812999,30.1077836001
F,motorway,0.31931378227,-97.7904812999,30.1077836001,-97.7947291001,30.1105854002
F,motorway,0.15567617772,-97.6939013004,30.0809033003,-97.6914743998,30.0817102998
F,motorway,2.14330742049,-97.7702962,30.0971305001,-97.7376502998,30.0844859997
F,motorway,1.2027481266,-97.7715693001,30.0980700002,-97.7888731996,30.1067244002
F,motorway,1.20612422729,-97.7888971998,30.1061395,-97.7714851002,30.0975446999
F,motorway,0.30569946519,-97.7954865999,30.1110668001,-97.8003000998,30.1122871999
F,trunk,2.33582006279,-97.5369039996,30.1805699997,-97.5740769998,30.1896738997
F,trunk,0.71747224547,-97.6243406998,30.1953267998,-97.6344262997,30.2007958002
F,trunk,0.13486038547,-97.6199623998,30.1904281,-97.6184116997,30.1890073996
F,trunk,4.99531612462,-97.6095089996,30.1862074998,-97.5294589998,30.1763389997
F,motorway,0.05582033939,-97.6789118997,30.0929935,-97.6795624,30.0924131998
F,motorway,0.28423942878,-97.6783904997,30.0925586004,-97.6751585,30.0955801003
F,trunk,0.38168079045,-97.6920216004,30.0823533996,-97.6931998004,30.0877716998
F,trunk,0.06620907504,-97.6916051999,30.0750457002,-97.6916216998,30.0760068003
B,residential,0.32584543632,-97.6419674002,30.1594755998,-97.6365983001,30.1588478002
B,residential,0.45603775052,-97.6312066,30.1701814002,-97.6246014996,30.1669123996
F,motorway_link,0.2718013214,-97.6667115997,30.1338443999,-97.6653070996,30.130185
B,residential,0.25520117409,-97.6369035003,30.2163466998,-97.6377165998,30.2129567
F,trunk_link,0.13311521242,-97.6257512999,30.1947743004,-97.6247830997,30.195691
F,motorway_link,0.71723967696,-97.6601397004,30.1154240001,-97.6616316999,30.1253186003
B,service,0.19815159024,-97.6095863,30.1889192004,-97.6095360998,30.1864196004
F,motorway_link,0.18473912504,-97.6915754998,30.0637964,-97.6918663001,30.0664653
B,service,0.20683278982,-97.6091532,30.1914653996,-97.6095863,30.1889192004
B,service,0.20728623775,-97.6094234004,30.1890589001,-97.6086385,30.1914318
F,motorway_link,1.21940964945,-97.7039727001,30.0808243003,-97.6929530004,30.0708501003
F,trunk_link,0.42782811809,-97.6231998,30.1992102001,-97.6280607004,30.1980624997
B,service,0.22910472082,-97.6112167996,30.1884958004,-97.6112167996,30.1884958004
B,residential,0.09558008433,-97.6296425,30.1710408004,-97.6282446001,30.1703698999
B,residential,0.06222170665,-97.6423036999,30.1605560004,-97.6412767002,30.1604162997
F,motorway,0.05436564267,-97.6900196996,30.0443779002,-97.6899334996,30.0435922003
B,residential,0.03830093026,-97.6204098,30.1674944003,-97.620086,30.1679739998
B,service,0.01368217989,-97.6112167996,30.1884958004,-97.6109882999,30.1884887003
F,motorway,0.05786863765,-97.6914640999,30.0564941999,-97.6913650998,30.0556585004
F,motorway,1.25396250358,-97.6926785003,30.0746567002,-97.6914640999,30.0564941999
B,residential,0.07531807073,-97.6375395998,30.2153397002,-97.6364334004,30.2148175997
B,residential,0.0282855292,-97.6488253999,30.1541239996,-97.6491667996,30.1538400998
F,motorway,1.07902728576,-97.6899334996,30.0435922003,-97.6881932,30.0280007997
B,residential,0.04904718478,-97.6362812998,30.1599968001,-97.6369954002,30.1603459997
B,residential,0.02827977914,-97.6493493998,30.1548803996,-97.6490275,30.1551809
B,residential,0.0265830278,-97.6125426998,30.1681240004,-97.6121644,30.1679217996
F,motorway_link,0.07056966517,-97.6665220999,30.1380528997,-97.6668116996,30.1370598
F,motorway_link,0.2714440699,-97.6622916998,30.1428194001,-97.6605221002,30.1464475998
B,unclassified,0.22609595881,-97.6164840002,30.2292402998,-97.6146897997,30.2321292999
F,motorway_link,0.17191524582,-97.7016158,30.0813220004,-97.7044710999,30.0815726999
B,residential,0.02044846635,-97.6165032997,30.1685270001,-97.6162015996,30.1683876996
F,motorway_link,0.04555515957,-97.6635451002,30.1434007003,-97.6638942998,30.1428131003
F,motorway_link,0.05175090835,-97.6613725,30.1164215003,-97.6616892997,30.1157225004
B,residential,0.03965814651,-97.6174421002,30.1705006999,-97.6168588997,30.1702273996
F,motorway_link,0.04652441227,-97.6604524001,30.1148057,-97.6601397004,30.1154240001
B,service,0.04375440488,-97.6109855003,30.1891239004,-97.6109882999,30.1884887003
B,residential,0.04741697361,-97.6358164996,30.1607502,-97.6364970004,30.1611026002
F,motorway,0.78118922173,-97.6913650998,30.0556585004,-97.6900196996,30.0443779002
F,motorway_link,0.24714012345,-97.7351906001,30.0842648996,-97.7389837003,30.0856579998
F,motorway_link,0.36185187143,-97.6005198,30.2603089996,-97.6037993002,30.2558951
F,motorway_link,0.0453735763,-97.6625877,30.1422129998,-97.6622916998,30.1428194001
F,motorway_link,0.07408781134,-97.6649355996,30.1379523996,-97.6644843,30.1389538999
F,motorway_link,0.33073122079,-97.6088666004,30.2460751004,-97.6057427999,30.2500305004
B,service,0.73954105432,-97.6109882999,30.1884887003,-97.6094055003,30.1939704
F,motorway_link,0.45858407936,-97.7115136998,30.0819533002,-97.7039727001,30.0808243003
B,residential,0.14366482204,-97.6214812001,30.1680021,-97.6225972003,30.1661556003
B,unclassified,0.41315988858,-97.6685352998,30.1021687,-97.6651058997,30.1073716998
B,residential,0.07163237095,-97.6379190004,30.2146269002,-97.6368528001,30.2141601997
B,service,0.04184964892,-97.6094055003,30.1939704,-97.6098871996,30.1943844002
B,residential,0.04295357946,-97.6267895996,30.1697972997,-97.6274508998,30.1700053003
B,residential,0.07808201274,-97.6422944,30.1614890002,-97.6410586002,30.1611536997
B,service,0.50917096267,-97.6091532,30.1914653996,-97.6091532,30.1914653996
B,residential,0.29047224942,-97.6291135997,30.1699324004,-97.6248614,30.1678998003
B,residential,0.14570003407,-97.6359411996,30.2155892,-97.6371214996,30.2137389996
F,motorway,0.24200788169,-97.6760452,30.0954393996,-97.6787904004,30.0928615002
F,motorway,0.88322414929,-97.6887858999,30.0823737998,-97.6789384998,30.0919122001
B,residential,0.16223447528,-97.6373757001,30.1624441998,-97.6350034001,30.1613055997
F,motorway_link,0.11999629009,-97.6958515999,30.0811774002,-97.6978157003,30.0808366003
B,residential,0.14044197792,-97.628004,30.1662271998,-97.6268825004,30.1680176997
F,motorway_link,0.16953399671,-97.6638360003,30.1400041003,-97.6625877,30.1422129998
F,motorway_link,0.19592574564,-97.6652408996,30.1406642998,-97.6665220999,30.1380528997
B,residential,0.30398801068,-97.6239406004,30.1682665996,-97.6197723003,30.1658942996
B,residential,0.18632067486,-97.6395943996,30.1618920997,-97.6404979997,30.1593462998
F,motorway_link,0.18906270409,-97.6051217002,30.2510058997,-97.6035747997,30.2533996
B,residential,0.16420439878,-97.6387941999,30.1615051997,-97.6395947998,30.1592667997
B,residential,0.47471464797,-97.6250455002,30.1662012004,-97.6319046996,30.1696288999
F,secondary_link,0.17526969445,-97.7362462998,30.0908458002,-97.7347535997,30.0887301999
B,residential,0.27282611761,-97.6365064002,30.1627217999,-97.6382948999,30.1591409999
B,residential,0.14997478094,-97.6376080004,30.2162429999,-97.6353737004,30.2153145003
B,residential,0.24828321421,-97.6374205997,30.1590696998,-97.6357075998,30.1623010997
F,motorway_link,0.25198730715,-97.6616892997,30.1157225004,-97.6634312002,30.1124010001
F,motorway,0.68856234447,-97.6918008996,30.0729839001,-97.6887858999,30.0823737998
B,residential,0.2475787288,-97.6295125003,30.1683524003,-97.6275400002,30.1715069999
B,residential,0.16855593454,-97.6230397998,30.1668832004,-97.6204991998,30.1658513003
F,motorway,0.70230733495,-97.6883634003,30.0839371003,-97.6926785003,30.0746567002
B,residential,0.0896160956,-97.6299033996,30.1705364003,-97.6292297004,30.1716913996
B,residential,0.24902910292,-97.6376446001,30.1609494996,-97.6413486001,30.1624250002
B,service,0.15082985148,-97.6094055003,30.1939704,-97.6109882999,30.1923882003
F,motorway_link,0.26998032174,-97.6070067997,30.2507717999,-97.6095832998,30.2475992003
B,residential,0.23488466989,-97.6401729002,30.1626102003,-97.6413998003,30.1594256002
B,residential,0.03548891373,-97.6239617003,30.1691884002,-97.6234414002,30.1689412998
B,service,0.05230428944,-97.8231039004,30.0878300002,-97.8231335996,30.0885889003
B,residential,0.15993032608,-97.8110130002,30.0727617999,-97.8110307996,30.0704418998
B,secondary,0.01030084618,-97.8242281996,30.0794165996,-97.8243863004,30.0794754
B,secondary,0.03922540036,-97.8236261997,30.0791926001,-97.8242281996,30.0794165996
F,motorway,0.05343414186,-97.8188157,30.0883844996,-97.8184191997,30.0890794004
F,motorway,0.05312154754,-97.8187397999,30.0892202999,-97.8191236998,30.0885250997
F,motorway,5.44788342301,-97.8191236998,30.0885250997,-97.8579510001,30.0171695997
F,motorway,0.70050276391,-97.8184191997,30.0890794004,-97.8134599998,30.0982840002
B,secondary,0.06175938597,-97.8183301003,30.0886024,-97.8192749001,30.0889576996
F,secondary,0.53193068029,-97.8220350004,30.0888942003,-97.8307628004,30.0875016001
F,secondary,0.53174464417,-97.8307628004,30.0875016001,-97.8220274002,30.0887774998
F,secondary_link,0.02185951697,-97.8241677004,30.0798962998,-97.8241428,30.0795866002
B,service,0.35377821487,-97.8259019,30.0807557,-97.8242966002,30.0856028003
B,unclassified,0.06267591362,-97.8220659002,30.0818983004,-97.8211132996,30.0815219997
B,unclassified,0.23298776796,-97.8205159996,30.0826948002,-97.8220910003,30.0796021001
B,service,0.1556993295,-97.8211695999,30.0888475003,-97.8213860002,30.0866645004
F,motorway_link,0.20423437205,-97.8158618003,30.0945421001,-97.8172284002,30.0918264003
F,service,0.13765070706,-97.8253742003,30.0823283004,-97.8232437,30.0816865001
F,motorway_link,0.17883083819,-97.8154487003,30.0944325996,-97.8139233997,30.0966546004
B,service,0.0817181604,-97.8219473003,30.0866878,-97.8206821997,30.086364
B,unclassified,0.24972391733,-97.8230150996,30.0799493004,-97.8204520003,30.0779785
B,residential,0.15101240177,-97.8249305998,30.0794524996,-97.8273849998,30.0795420002
F,secondary,0.10257253491,-97.8254862999,30.0805063,-97.8243863004,30.0794754
F,motorway,5.45750877052,-97.8578639997,30.0169729998,-97.8188157,30.0883844996
F,motorway,2.62938623934,-97.7985024998,30.1341741004,-97.8137314997,30.0983873998
F,motorway,0.11671614121,-97.7978764997,30.1357788003,-97.7985024998,30.1341741004
F,motorway,0.06951032456,-97.7862087,30.1666207,-97.7856399004,30.1675005004
F,motorway,0.11592702418,-97.7982499,30.1341164997,-97.7976283003,30.1357103996
F,motorway,0.3904538607,-97.7472406,30.2237155001,-97.7501938998,30.2186607004
F,motorway,1.20873652701,-97.7976283003,30.1357103996,-97.7916226996,30.1524596
F,motorway,0.97452452109,-97.7865100997,30.1666308003,-97.7916325004,30.1532549002
F,motorway,1.46309024431,-97.7856399004,30.1675005004,-97.7735038003,30.1859386996
F,secondary,1.51076022751,-97.8576422998,30.0166716001,-97.8449408004,30.0355784
B,residential,0.01845911913,-97.7969492996,30.1368961,-97.7966555999,30.1368146996
B,residential,0.32215509316,-97.7975737996,30.1370787999,-97.8026837996,30.1384987
B,residential,0.1075546334,-97.8427050003,30.0727259997,-97.8444991002,30.0727766001
F,secondary,0.1058701708,-97.7978613003,30.1341831997,-97.7972807996,30.1356349996
F,secondary,0.85539518771,-97.7968012999,30.1368526996,-97.7925321004,30.1486956998
F,secondary,0.1061687185,-97.7981693999,30.1359103,-97.7987398003,30.1344509
F,secondary,1.25371209902,-97.7987398003,30.1344509,-97.8054817002,30.1172251003
B,tertiary,0.41718233399,-97.8439568998,30.0669969999,-97.8385486,30.0644017004
B,residential,0.27490607554,-97.8283599,30.0627690999,-97.8292820999,30.0589395996
B,residential,0.26200240654,-97.7914567001,30.1461447998,-97.7920026002,30.1463562997
B,residential,0.32955827582,-97.8370347002,30.0537343002,-97.8422843002,30.0548413
B,residential,0.40795548551,-97.8323162002,30.0612455998,-97.8262733002,30.0618074
F,service,0.04955709768,-97.8369229999,30.0616794004,-97.8369229999,30.0616794004
B,residential,0.41445716738,-97.8001079003,30.1378362,-97.8026315004,30.1378306997
B,residential,0.30115788287,-97.7911816002,30.1454607998,-97.7909240001,30.1456048999
B,residential,0.38076295782,-97.7911555,30.1439320998,-97.7904218997,30.1448496997
B,residential,0.63807532222,-97.8150304004,30.0586215004,-97.8214095003,30.0631554001
F,secondary,0.04465768556,-97.8458288,30.0361814,-97.8462444001,30.0356461001
B,residential,0.62546776129,-97.8423100001,30.0564822003,-97.8414207999,30.0529188004
B,service,0.50369391406,-97.8366574004,30.0616483,-97.8377275001,30.0626228998
B,residential,0.07127678381,-97.8354188001,30.0519412004,-97.8342294998,30.0519594
B,residential,0.05569844685,-97.8295781,30.0623334,-97.8287212997,30.0620197002
B,service,0.02823225505,-97.8359710001,30.0627574996,-97.8359539004,30.0623478997
B,residential,0.23896867578,-97.8423225996,30.0572895999,-97.8431429,30.0545483998
B,residential,0.05174175779,-97.8431646996,30.0559215998,-97.8423012002,30.0559173001
B,residential,0.14961094188,-97.8134337998,30.0635208,-97.8159302998,30.0634758996
B,service,0.06665413045,-97.8358954004,30.0627592002,-97.8347841,30.0628034001
B,service,0.02284534298,-97.8373817,30.0621878996,-97.8370230998,30.0623005999
B,service,0.03195722757,-97.8374545001,30.0616406999,-97.8369229999,30.0616794004
B,service,0.02080425967,-97.8369173,30.062045,-97.8365933003,30.0621536003
B,residential,0.02720843568,-97.7945753996,30.1360834996,-97.7941559001,30.1362354004
B,residential,0.05470968377,-97.8395278997,30.0565316001,-97.8394934997,30.0557378998
B,residential,0.07244887731,-97.8150414,30.0591487001,-97.8138324999,30.0591692999
B,residential,0.2597757345,-97.8422894002,30.0538965999,-97.8423285001,30.0576677001
B,residential,0.42221703176,-97.7904786001,30.1450989,-97.7912908003,30.1451328998
B,residential,0.45259345661,-97.7933126004,30.1464594996,-97.7873521996,30.1470812999
B,residential,0.03346956967,-97.7955667997,30.1356542001,-97.7950139999,30.1356799998
B,residential,0.03437030205,-97.7954686,30.1367964002,-97.795407,30.1363004997
B,residential,0.03970833416,-97.8053103002,30.1363322997,-97.8047548996,30.1360172996
B,residential,0.09995534843,-97.8285054004,30.0603895001,-97.8283302997,30.0589531002
B,residential,0.03434319589,-97.7955610998,30.1359284996,-97.7955715004,30.13543
B,residential,0.23442404148,-97.8245255002,30.0629880003,-97.8234563996,30.0598329996
B,residential,0.11054901413,-97.8039678004,30.1374901004,-97.8049367003,30.1361238998
B,residential,0.06359559924,-97.7949338002,30.1363531999,-97.7939265001,30.1365485003
B,residential,0.10791633935,-97.8159324996,30.0630748002,-97.8159696002,30.0646410001
B,residential,0.19228260895,-97.8291825,30.0631334,-97.8304506996,30.0605691001
B,residential,0.05444885998,-97.7939979998,30.1362083003,-97.7937811004,30.1369747996
B,residential,0.04611793616,-97.7986300003,30.1370735002,-97.7988801998,30.1364404
B,residential,0.24283909191,-97.8133463003,30.0627320002,-97.8141500999,30.0599708
B,residential,0.14408198982,-97.8153650004,30.0643887996,-97.8129606998,30.0644301999
B,residential,0.53908968942,-97.7924086999,30.1484443996,-97.7913514002,30.1508423996
B,service,0.05990871982,-97.7963389998,30.1376252001,-97.795893,30.1369730999
B,service,0.06773687632,-97.8372005001,30.0627295999,-97.8368177001,30.0618043
F,motorway_link,0.34483581141,-97.8007480997,30.1269887996,-97.7991597001,30.1317979
B,residential,0.11184626984,-97.7926662999,30.1474702,-97.7920942996,30.1490031996
B,unclassified,0.20908615548,-97.8307881001,30.0663351996,-97.8342277002,30.0665380003
B,residential,0.07730742473,-97.8043088997,30.1370089001,-97.8031694002,30.1370417002
B,residential,0.2671923538,-97.8414208998,30.0548448001,-97.8400330003,30.0522529999
B,residential,0.11223226298,-97.8002743998,30.1375507003,-97.7987918998,30.1366821998
B,residential,0.24661399075,-97.8405843,30.0529324997,-97.8406227002,30.0565121001
F,tertiary,0.48768354418,-97.8385486,30.0644017004,-97.8343251004,30.0588475998
B,residential,0.08336834768,-97.7897886996,30.1449779996,-97.7892518997,30.1439262002
B,service,0.1274500171,-97.7961023999,30.1383505996,-97.7955066998,30.1370088003
B,residential,0.0746196512,-97.7963174998,30.1359780999,-97.7950843997,30.1360091004
B,residential,0.05602861631,-97.7951848,30.1363408001,-97.7961131999,30.1362849999
B,residential,0.24249220089,-97.8186385003,30.0626173996,-97.8172700999,30.0602488002
B,residential,0.07947920196,-97.8292370996,30.0609503002,-97.8280798997,30.0612192002
B,residential,0.10903871489,-97.7946398999,30.1355689003,-97.7935508002,30.1361417001
B,residential,0.12930355151,-97.8277424003,30.0607677999,-97.8273889002,30.0589665999
B,residential,0.18093158844,-97.8413806002,30.0556695999,-97.8383657004,30.0557788001
B,residential,0.08160753725,-97.7964609003,30.1356495002,-97.7956184999,30.1362726
B,unclassified,0.12529004776,-97.8391747998,30.0607766996,-97.8374545001,30.0616406999
B,service,0.13279887636,-97.7954167001,30.1370270997,-97.7962984,30.1384048998
F,unclassified,0.04191415826,-97.8331594999,30.0583908,-97.8337017003,30.0587725002
B,residential,0.16603830249,-97.7918453996,30.1448308004,-97.7907973999,30.1448761002
B,unclassified,0.2555668801,-97.8190141003,30.0681582999,-97.8177853998,30.0701024003
B,residential,0.19025362293,-97.8186184004,30.0618161999,-97.8159790998,30.0612931002
F,secondary,0.14522926657,-97.7853382003,30.1662460002,-97.7870512002,30.1667888004
B,unclassified,0.29990389914,-97.8178038997,30.0703062002,-97.8192386997,30.0672745001
B,residential,0.08915053626,-97.8446457004,30.0548222002,-97.8431578998,30.0548264998
B,residential,0.19801801562,-97.7950020002,30.1393839998,-97.7954686,30.1367964002
B,residential,0.08562782282,-97.7897669,30.1459786996,-97.7903913002,30.1465715003
B,residential,0.09517838513,-97.8254776996,30.0584089996,-97.8255032997,30.0597906002
B,residential,0.21564311698,-97.8185994004,30.0610585003,-97.8150879004,30.0613773001
B,residential,0.1475201041,-97.8392969997,30.0551090003,-97.8397285996,30.0530645004
B,residential,0.44123293701,-97.8150582003,30.0599549998,-97.8134623002,30.0648366998
F,secondary_link,0.12796195011,-97.7862844004,30.1677486,-97.7849052001,30.1673122004
B,service,0.12135235787,-97.7906013,30.1518772,-97.7907176003,30.1505226996
F,secondary,0.04745930347,-97.7518626,30.2168571002,-97.7522240996,30.2162438003
F,secondary,1.24387144637,-97.7505396001,30.2166642001,-97.7411285996,30.2327439002
F,motorway_link,0.17374264618,-97.7576241004,30.2199350002,-97.7602429001,30.2210240999
B,tertiary,0.00971162592,-97.7476203,30.2234332002,-97.7477392003,30.2235292001
B,tertiary,0.2189459291,-97.7440035002,30.2164676002,-97.7439696002,30.2196196997
B,tertiary,0.03711617996,-97.7471687999,30.2230636004,-97.7476203,30.2234332002
B,tertiary,0.03961811366,-97.7440297999,30.2158929001,-97.7440035002,30.2164676002
F,secondary_link,0.04974259962,-97.7503062998,30.2166592997,-97.7506833999,30.2160156999
F,secondary_link,0.01797498393,-97.7438291,30.2158955999,-97.7436468003,30.2157091003
F,secondary_link,0.0457887026,-97.7524161003,30.2163235999,-97.7520673001,30.2169152998
F,secondary_link,0.03606351385,-97.7438040998,30.2164186996,-97.7438291,30.2158955999
F,secondary_link,0.01408810026,-97.7520673001,30.2169152998,-97.7521105997,30.2171004001
F,secondary_link,0.05244631492,-97.7530526,30.2159508003,-97.7524161003,30.2163235999
F,motorway_link,0.18053385874,-97.7561706997,30.2184804997,-97.7536279997,30.2170701001
F,secondary_link,0.06204433062,-97.7494739997,30.2167975003,-97.7500210996,30.2174590002
F,secondary_link,0.04369287901,-97.7506833999,30.2160156999,-97.7505581999,30.2155076
B,tertiary,0.04490166871,-97.7075883003,30.3231898003,-97.7079481001,30.3226176003
F,secondary_link,0.06844220676,-97.6969239002,30.3209054998,-97.6964811999,30.3201516997
B,primary,0.01826470721,-97.7367044999,30.2612056003,-97.7363994004,30.2611929
B,primary,0.01663727315,-97.7363994004,30.2611929,-97.7361367003,30.2611160997
F,residential,0.04879894708,-97.7091175003,30.3220081001,-97.7098993996,30.3221478997
F,secondary,0.0043922098,-97.7327163996,30.2717848003,-97.7326429997,30.2717874003
F,secondary,0.01045109919,-97.7320676998,30.2718076998,-97.7319073003,30.2718680002
F,motorway,0.16096864369,-97.6995319998,30.3386642998,-97.6972206999,30.3374639
F,motorway,0.17501981326,-97.6972206999,30.3374639,-97.6946565996,30.3362354999
F,motorway,0.41276372838,-97.6971257998,30.3376290003,-97.7024215998,30.3413645997
