oneway,fclass,miles,startlon,startlat,endlon,endlat,LINESTRING
F,residential,0.139892790537,-87.616387,33.316456,-87.616512,33.316327,"LINESTRING (-87.616387 33.316456, -87.616512 33.316327)"
B,residential,0.0369727541909,-87.549781,33.114815,-87.550433,33.114942,"LINESTRING (-87.549781 33.114815, -87.550433 33.114942)"
B,residential,0.151555695781,-87.665521,33.115366,-87.665018,33.114981,"LINESTRING (-87.665521 33.115366, -87.665018 33.114981)"
B,residential,0.0511693536027,-87.547134,33.1157977,-87.5471571,33.11576,"LINESTRING (-87.547134 33.1157977, -87.54715710000001 33.11576)"
B,residential,0.189678672603,-87.619201,33.315263,-87.618582,33.315905,"LINESTRING (-87.619201 33.315263, -87.618582 33.315905)"
B,service,0.098524028723,-87.674312,33.113934,-87.674297,33.113264,"LINESTRING (-87.674312 33.113934, -87.674297 33.113264)"
B,residential,1.26593405259,-87.447075,33.247107,-87.44731,33.246975,"LINESTRING (-87.447075 33.247107, -87.44731 33.246975)"
B,service,0.197667718358,-87.500022,33.138063,-87.50004,33.137549,"LINESTRING (-87.500022 33.138063, -87.50004 33.137549)"
B,residential,0.0346319357351,-87.551559,33.135404,-87.55175,33.13544,"LINESTRING (-87.551559 33.135404, -87.55175 33.13544)"
B,residential,0.0647556523597,-87.498354,33.134881,-87.498322,33.135033,"LINESTRING (-87.49835400000001 33.134881, -87.498322 33.135033)"
B,residential,0.0992819577641,-87.510205,33.135655,-87.510435,33.135593,"LINESTRING (-87.510205 33.135655, -87.510435 33.135593)"
B,residential,0.219539263,-87.534231,33.136156,-87.534026,33.136196,"LINESTRING (-87.53423100000001 33.136156, -87.534026 33.136196)"
F,motorway_link,0.192712466725,-87.5530139,33.170667,-87.553005,33.171044,"LINESTRING (-87.5530139 33.170667, -87.553005 33.171044)"
F,primary_link,0.0408753469215,-87.545285,33.165301,-87.545101,33.165227,"LINESTRING (-87.54528500000001 33.165301, -87.545101 33.165227)"
B,residential,0.055054058759,-87.487872,33.213138,-87.487615,33.213127,"LINESTRING (-87.487872 33.213138, -87.48761500000001 33.213127)"
B,service,0.154635327151,-87.610621,33.24792,-87.610622,33.248058,"LINESTRING (-87.61062099999999 33.24792, -87.61062200000001 33.248058)"
B,service,0.0571700621464,-87.536586,33.173997,-87.537115,33.174073,"LINESTRING (-87.536586 33.173997, -87.537115 33.174073)"
B,service,0.0504726233103,-87.438524,33.175364,-87.438135,33.175357,"LINESTRING (-87.438524 33.175364, -87.438135 33.175357)"
B,service,0.051831530181,-87.557494,33.239848,-87.557497,33.240481,"LINESTRING (-87.55749400000001 33.239848, -87.557497 33.240481)"
B,residential,0.0257773868191,-87.6128409,33.2406463,-87.6127615,33.2405963,"LINESTRING (-87.61284089999999 33.2406463, -87.6127615 33.2405963)"
B,service,0.143584327388,-87.67266,33.238422,-87.670958,33.238418,"LINESTRING (-87.67265999999999 33.238422, -87.670958 33.238418)"
B,service,0.0267859605628,-87.670958,33.238418,-87.670796,33.23828,"LINESTRING (-87.670958 33.238418, -87.670796 33.23828)"
B,residential,0.0292589089836,-87.530802,33.241013,-87.531086,33.240654,"LINESTRING (-87.53080199999999 33.241013, -87.531086 33.240654)"
B,service,0.04659872017,-87.674624,33.239583,-87.674298,33.239393,"LINESTRING (-87.67462399999999 33.239583, -87.67429799999999 33.239393)"
F,primary_link,0.0512576570893,-87.5652382,33.2136545,-87.5653553,33.213933,"LINESTRING (-87.5652382 33.2136545, -87.56535529999999 33.213933)"
B,residential,0.697697046267,-87.648025,33.155723,-87.647718,33.151929,"LINESTRING (-87.648025 33.155723, -87.647718 33.151929)"
B,service,0.047564090106,-87.5516449,33.2093808,-87.552509,33.2094,"LINESTRING (-87.5516449 33.2093808, -87.552509 33.2094)"
B,service,0.0463257447158,-87.53967,33.248137,-87.539657,33.248175,"LINESTRING (-87.53967 33.248137, -87.53965700000001 33.248175)"
B,residential,0.00847988823712,-87.549124,33.13687,-87.549193,33.13698,"LINESTRING (-87.54912400000001 33.13687, -87.549193 33.13698)"
B,service,0.536033067306,-87.67368,33.209851,-87.67298,33.209885,"LINESTRING (-87.67368 33.209851, -87.67298 33.209885)"
B,service,0.0421723731432,-87.584379,33.198552,-87.584577,33.198541,"LINESTRING (-87.584379 33.198552, -87.584577 33.198541)"
B,service,0.0932041950226,-87.471677,33.201234,-87.471645,33.200939,"LINESTRING (-87.471677 33.201234, -87.471645 33.200939)"
B,residential,0.114557488068,-87.612439,33.151176,-87.611707,33.14962,"LINESTRING (-87.61243899999999 33.151176, -87.611707 33.14962)"
B,residential,0.0286287459917,-87.548457,33.137903,-87.5485,33.138317,"LINESTRING (-87.548457 33.137903, -87.5485 33.138317)"
B,residential,0.0407755729252,-87.514128,33.175089,-87.51414,33.174928,"LINESTRING (-87.514128 33.175089, -87.51414 33.174928)"
B,service,1.39394808702,-87.419627,33.176386,-87.419647,33.176371,"LINESTRING (-87.41962700000001 33.176386, -87.419647 33.176371)"
B,service,0.40237756845,-87.431016,33.184491,-87.430974,33.184427,"LINESTRING (-87.431016 33.184491, -87.43097400000001 33.184427)"
B,service,0.144603050207,-87.521904,33.191311,-87.521901,33.191093,"LINESTRING (-87.52190400000001 33.191311, -87.521901 33.191093)"
B,residential,0.11530603113,-87.520635,33.192905,-87.520545,33.192833,"LINESTRING (-87.520635 33.192905, -87.520545 33.192833)"
B,residential,0.0355694277035,-87.571936,33.087843,-87.571334,33.087657,"LINESTRING (-87.57193599999999 33.087843, -87.57133399999999 33.087657)"
B,residential,0.0234567513399,-87.42872,33.26719,-87.428794,33.267073,"LINESTRING (-87.42872 33.26719, -87.428794 33.267073)"
B,service,0.0201842958701,-87.569272,33.087933,-87.568942,33.087806,"LINESTRING (-87.569272 33.087933, -87.56894200000001 33.087806)"
B,residential,0.0569965476768,-87.575421,33.088825,-87.57441,33.088999,"LINESTRING (-87.57542100000001 33.088825, -87.57441 33.088999)"
B,residential,0.0588016674527,-87.528347,33.203983,-87.5283825,33.2037396,"LINESTRING (-87.528347 33.203983, -87.52838250000001 33.2037396)"
B,residential,0.0488968043554,-87.579043,33.319991,-87.5789,33.320031,"LINESTRING (-87.579043 33.319991, -87.5789 33.320031)"
B,residential,0.061374054768,-87.618926,33.105386,-87.618064,33.104822,"LINESTRING (-87.618926 33.105386, -87.618064 33.104822)"
B,service,0.0245053116433,-87.543939,33.175437,-87.544112,33.175409,"LINESTRING (-87.54393899999999 33.175437, -87.544112 33.175409)"
B,residential,0.376128646079,-87.520589,33.101191,-87.519534,33.101182,"LINESTRING (-87.520589 33.101191, -87.51953399999999 33.101182)"
B,service,0.258269715319,-87.557254,33.17544,-87.557185,33.175212,"LINESTRING (-87.557254 33.17544, -87.557185 33.175212)"
B,residential,0.064794023516,-87.499422,33.174515,-87.499416,33.174642,"LINESTRING (-87.499422 33.174515, -87.499416 33.174642)"
F,trunk_link,0.0227642917996,-87.5241305,33.1753027,-87.5242697,33.1753735,"LINESTRING (-87.5241305 33.1753027, -87.5242697 33.1753735)"
B,residential,0.68344025112,-87.629556,33.119467,-87.629308,33.119422,"LINESTRING (-87.62955599999999 33.119467, -87.62930799999999 33.119422)"
B,residential,0.136948438915,-87.619061,33.118837,-87.619149,33.118814,"LINESTRING (-87.619061 33.118837, -87.61914899999999 33.118814)"
B,residential,0.00891798339524,-87.6158954,33.2403111,-87.6158626,33.24032,"LINESTRING (-87.6158954 33.2403111, -87.6158626 33.24032)"
B,service,0.278485526845,-87.547652,33.199123,-87.5475608,33.1992774,"LINESTRING (-87.547652 33.199123, -87.5475608 33.1992774)"
B,residential,0.34538945467,-87.625063,33.228696,-87.625469,33.228661,"LINESTRING (-87.625063 33.228696, -87.625469 33.228661)"
B,residential,0.707596836282,-87.629008,33.228318,-87.628908,33.227518,"LINESTRING (-87.629008 33.228318, -87.628908 33.227518)"
B,residential,0.126709756561,-87.628908,33.227518,-87.631208,33.227418,"LINESTRING (-87.628908 33.227518, -87.631208 33.227418)"
B,service,0.0504776316128,-87.474734,33.114129,-87.474545,33.114237,"LINESTRING (-87.474734 33.114129, -87.47454500000001 33.114237)"
B,residential,0.147480770599,-87.473152,33.121311,-87.473166,33.121822,"LINESTRING (-87.473152 33.121311, -87.47316600000001 33.121822)"
B,residential,0.0307696155194,-87.524724,33.235999,-87.524841,33.236036,"LINESTRING (-87.52472400000001 33.235999, -87.524841 33.236036)"
B,residential,0.0322759371458,-87.526323,33.237009,-87.526272,33.237088,"LINESTRING (-87.526323 33.237009, -87.52627200000001 33.237088)"
B,residential,0.0293932011237,-87.410183,33.238458,-87.410223,33.238517,"LINESTRING (-87.410183 33.238458, -87.410223 33.238517)"
B,service,0.167812788402,-87.517902,33.238827,-87.517769,33.238933,"LINESTRING (-87.51790200000001 33.238827, -87.517769 33.238933)"
B,service,0.0858449245609,-87.553845,33.199143,-87.552287,33.199081,"LINESTRING (-87.553845 33.199143, -87.55228700000001 33.199081)"
B,residential,0.009151272825,-87.5491261,33.199064,-87.5491172,33.1991966,"LINESTRING (-87.5491261 33.199064, -87.5491172 33.1991966)"
B,service,0.1705055872,-87.558828,33.199451,-87.55698,33.199281,"LINESTRING (-87.55882800000001 33.199451, -87.55698 33.199281)"
B,residential,0.104017377704,-87.514895,33.20568,-87.513005,33.205652,"LINESTRING (-87.514895 33.20568, -87.51300500000001 33.205652)"
B,residential,0.281106846437,-87.6168185,33.3143632,-87.616635,33.314351,"LINESTRING (-87.61681849999999 33.3143632, -87.616635 33.314351)"
B,residential,0.305051954215,-87.525163,33.204756,-87.525254,33.204777,"LINESTRING (-87.52516300000001 33.204756, -87.525254 33.204777)"
B,residential,0.331879437225,-87.667977,33.1175,-87.668008,33.117854,"LINESTRING (-87.66797699999999 33.1175, -87.668008 33.117854)"
B,service,0.0639718862895,-87.668998,33.112806,-87.66914,33.112721,"LINESTRING (-87.668998 33.112806, -87.66914 33.112721)"
B,residential,0.194218032392,-87.581152,33.284126,-87.580774,33.284157,"LINESTRING (-87.581152 33.284126, -87.58077400000001 33.284157)"
B,residential,0.223398260774,-87.573212,33.283245,-87.573224,33.283583,"LINESTRING (-87.573212 33.283245, -87.573224 33.283583)"
B,residential,0.0511217938723,-87.590496,33.286352,-87.590568,33.286248,"LINESTRING (-87.590496 33.286352, -87.590568 33.286248)"
B,residential,0.0599258599115,-87.491714,33.170228,-87.491805,33.170361,"LINESTRING (-87.491714 33.170228, -87.491805 33.170361)"
B,residential,0.0833082865428,-87.592403,33.286496,-87.592289,33.286448,"LINESTRING (-87.592403 33.286496, -87.59228899999999 33.286448)"
B,residential,0.0184902234399,-87.59514,33.287191,-87.595281,33.287205,"LINESTRING (-87.59514 33.287191, -87.595281 33.287205)"
B,residential,0.0523298026855,-87.652256,33.287217,-87.652704,33.287284,"LINESTRING (-87.65225599999999 33.287217, -87.652704 33.287284)"
B,residential,0.0279969931911,-87.539445,33.171608,-87.539463,33.171202,"LINESTRING (-87.539445 33.171608, -87.539463 33.171202)"
B,residential,0.228032266004,-87.439685,33.171628,-87.439711,33.171519,"LINESTRING (-87.439685 33.171628, -87.439711 33.171519)"
B,residential,0.214926012262,-87.533424,33.287643,-87.533613,33.28761,"LINESTRING (-87.533424 33.287643, -87.533613 33.28761)"
B,residential,0.0153952597051,-87.423656,33.235148,-87.423732,33.235363,"LINESTRING (-87.42365599999999 33.235148, -87.423732 33.235363)"
B,service,0.0157716052968,-87.550489,33.235356,-87.550381,33.235568,"LINESTRING (-87.550489 33.235356, -87.550381 33.235568)"
B,residential,0.0938738454453,-87.612423,33.235681,-87.612412,33.236061,"LINESTRING (-87.61242300000001 33.235681, -87.61241200000001 33.236061)"
B,service,0.0581117428266,-87.566669,33.237335,-87.566679,33.237178,"LINESTRING (-87.566669 33.237335, -87.56667899999999 33.237178)"
B,residential,0.074472635191,-87.4204437,33.2731199,-87.4208205,33.2733599,"LINESTRING (-87.42044370000001 33.2731199, -87.4208205 33.2733599)"
B,residential,0.194504549431,-87.4209678,33.2740459,-87.4205249,33.2744853,"LINESTRING (-87.4209678 33.2740459, -87.4205249 33.2744853)"
B,residential,0.0995282590538,-87.614164,33.298228,-87.612353,33.298217,"LINESTRING (-87.614164 33.298228, -87.612353 33.298217)"
B,residential,0.107683780136,-87.614332,33.297874,-87.612375,33.297796,"LINESTRING (-87.614332 33.297874, -87.612375 33.297796)"
B,residential,0.195082894152,-87.607069,33.281824,-87.607625,33.280839,"LINESTRING (-87.607069 33.281824, -87.607625 33.280839)"
B,residential,0.0178500126141,-87.537576,33.272436,-87.537573,33.272695,"LINESTRING (-87.537576 33.272436, -87.53757299999999 33.272695)"
B,residential,0.203344504124,-87.589288,33.272942,-87.589116,33.272956,"LINESTRING (-87.589288 33.272942, -87.589116 33.272956)"
F,motorway_link,0.0422884202349,-87.5504349,33.1654629,-87.5504353,33.1652843,"LINESTRING (-87.5504349 33.1654629, -87.5504353 33.1652843)"
B,residential,0.0638923016257,-87.54679,33.272478,-87.546607,33.272633,"LINESTRING (-87.54679 33.272478, -87.54660699999999 33.272633)"
B,residential,0.036545134792,-87.479767,33.165201,-87.479636,33.165228,"LINESTRING (-87.479767 33.165201, -87.479636 33.165228)"
B,residential,0.0290732979183,-87.604465,33.266406,-87.604435,33.266486,"LINESTRING (-87.604465 33.266406, -87.604435 33.266486)"
B,residential,0.280207872773,-87.561872,33.189217,-87.561908,33.189154,"LINESTRING (-87.56187199999999 33.189217, -87.561908 33.189154)"
B,service,0.181941085653,-87.5407511,33.209578,-87.5407535,33.2104933,"LINESTRING (-87.54075109999999 33.209578, -87.54075349999999 33.2104933)"
B,residential,0.0306909324223,-87.43309,33.126503,-87.433107,33.126641,"LINESTRING (-87.43309000000001 33.126503, -87.43310700000001 33.126641)"
B,residential,0.16253996322,-87.430387,33.125532,-87.430244,33.125642,"LINESTRING (-87.430387 33.125532, -87.430244 33.125642)"
B,residential,0.100671560966,-87.42925,33.126047,-87.429036,33.12619,"LINESTRING (-87.42925 33.126047, -87.429036 33.12619)"
B,service,0.0700230926099,-87.464668,33.103059,-87.464253,33.10329,"LINESTRING (-87.464668 33.103059, -87.464253 33.10329)"
B,residential,0.0213101167621,-87.592297,33.260621,-87.592306,33.260858,"LINESTRING (-87.592297 33.260621, -87.59230599999999 33.260858)"
B,residential,0.0542777643849,-87.651445,33.260801,-87.651241,33.260816,"LINESTRING (-87.651445 33.260801, -87.651241 33.260816)"
B,service,0.112278283879,-87.556956,33.155023,-87.55769,33.155045,"LINESTRING (-87.556956 33.155023, -87.55768999999999 33.155045)"
B,service,0.0721578956313,-87.55372,33.1550982,-87.553771,33.154817,"LINESTRING (-87.55372 33.1550982, -87.553771 33.154817)"
B,service,0.0527394674763,-87.5594598,33.1545995,-87.559423,33.155112,"LINESTRING (-87.5594598 33.1545995, -87.559423 33.155112)"
B,residential,0.429486344649,-87.554913,33.345591,-87.555253,33.345816,"LINESTRING (-87.554913 33.345591, -87.55525299999999 33.345816)"
B,residential,0.127461611988,-87.552846,33.098369,-87.552101,33.096618,"LINESTRING (-87.552846 33.098369, -87.55210099999999 33.096618)"
B,residential,0.0619855125688,-87.54966,33.097316,-87.549696,33.096417,"LINESTRING (-87.54966 33.097316, -87.549696 33.096417)"
B,residential,0.100854048591,-87.46156,33.146496,-87.46127,33.146478,"LINESTRING (-87.46156000000001 33.146496, -87.46127 33.146478)"
B,service,0.337195618375,-87.54183,33.26468,-87.541649,33.264651,"LINESTRING (-87.54183 33.26468, -87.54164900000001 33.264651)"
B,residential,0.102956110914,-87.593304,33.184967,-87.593492,33.184984,"LINESTRING (-87.593304 33.184967, -87.593492 33.184984)"
B,residential,0.134449442131,-87.552079,33.244036,-87.552428,33.244078,"LINESTRING (-87.55207900000001 33.244036, -87.55242800000001 33.244078)"
B,residential,0.109805441069,-87.554009,33.243329,-87.55428,33.24333,"LINESTRING (-87.55400899999999 33.243329, -87.55428000000001 33.24333)"
B,residential,0.0669940301441,-87.583615,33.225664,-87.583596,33.226636,"LINESTRING (-87.58361499999999 33.225664, -87.583596 33.226636)"
B,residential,0.0533670033313,-87.584084,33.18312,-87.583115,33.183146,"LINESTRING (-87.584084 33.18312, -87.58311500000001 33.183146)"
B,residential,0.390089495827,-87.436122,33.24554,-87.436239,33.245641,"LINESTRING (-87.436122 33.24554, -87.436239 33.245641)"
B,residential,0.485481065122,-87.568667,33.121163,-87.568736,33.121371,"LINESTRING (-87.568667 33.121163, -87.568736 33.121371)"
B,residential,0.325343959205,-87.590841,33.198442,-87.591096,33.198466,"LINESTRING (-87.590841 33.198442, -87.59109599999999 33.198466)"
B,residential,0.0742734316739,-87.56995,33.120832,-87.56921,33.121018,"LINESTRING (-87.56995000000001 33.120832, -87.56921 33.121018)"
B,residential,0.0477358477976,-87.571267,33.251976,-87.571296,33.251849,"LINESTRING (-87.57126700000001 33.251976, -87.571296 33.251849)"
B,residential,0.0701851305095,-87.598536,33.296084,-87.598414,33.296093,"LINESTRING (-87.598536 33.296084, -87.59841400000001 33.296093)"
B,residential,0.442816932864,-87.469534,33.292566,-87.469364,33.292546,"LINESTRING (-87.469534 33.292566, -87.469364 33.292546)"
B,service,0.0556841452783,-87.657263,33.293328,-87.656251,33.293367,"LINESTRING (-87.657263 33.293328, -87.656251 33.293367)"
B,service,0.0465498615144,-87.653751,33.292513,-87.653574,33.292586,"LINESTRING (-87.653751 33.292513, -87.65357400000001 33.292586)"
B,service,0.0615294210333,-87.5430049,33.2195638,-87.5426205,33.2195489,"LINESTRING (-87.5430049 33.2195638, -87.5426205 33.2195489)"
B,service,0.343010756322,-87.673231,33.223262,-87.67946,33.223042,"LINESTRING (-87.673231 33.223262, -87.67946000000001 33.223042)"
B,residential,0.378370853919,-87.590419,33.161389,-87.590298,33.161042,"LINESTRING (-87.590419 33.161389, -87.590298 33.161042)"
B,residential,0.0265930110434,-87.489535,33.211858,-87.489544,33.212102,"LINESTRING (-87.489535 33.211858, -87.489544 33.212102)"
B,residential,0.0356515181861,-87.512222,33.212029,-87.512246,33.212069,"LINESTRING (-87.51222199999999 33.212029, -87.512246 33.212069)"
F,unclassified,0.0706834870434,-87.5717997,33.2128834,-87.5715715,33.2126556,"LINESTRING (-87.5717997 33.2128834, -87.5715715 33.2126556)"
B,service,0.0434945737137,-87.53115,33.183695,-87.530434,33.183428,"LINESTRING (-87.53115 33.183695, -87.530434 33.183428)"
B,residential,0.00488330703769,-87.59623,33.183859,-87.596142,33.18385,"LINESTRING (-87.59623000000001 33.183859, -87.596142 33.18385)"
B,residential,0.0035793535117,-87.586633,33.183935,-87.586576,33.18396,"LINESTRING (-87.58663300000001 33.183935, -87.58657599999999 33.18396)"
B,residential,0.030488556035,-87.529886,33.14068,-87.529485,33.140985,"LINESTRING (-87.529886 33.14068, -87.52948499999999 33.140985)"
B,residential,0.0952378237595,-87.436855,33.220397,-87.437076,33.22025,"LINESTRING (-87.43685499999999 33.220397, -87.437076 33.22025)"
B,residential,0.12372355529,-87.436626,33.219912,-87.436613,33.219965,"LINESTRING (-87.436626 33.219912, -87.43661299999999 33.219965)"
B,service,0.0928560488318,-87.5622584,33.221249,-87.5624028,33.2214246,"LINESTRING (-87.5622584 33.221249, -87.5624028 33.2214246)"
B,residential,0.0775737201511,-87.503238,33.124491,-87.503277,33.124851,"LINESTRING (-87.503238 33.124491, -87.503277 33.124851)"
B,service,0.15030835012,-87.566683,33.236973,-87.567125,33.236995,"LINESTRING (-87.566683 33.236973, -87.567125 33.236995)"
B,residential,0.0278551004863,-87.411172,33.23837,-87.411447,33.238394,"LINESTRING (-87.41117199999999 33.23837, -87.411447 33.238394)"
B,residential,0.0188221454809,-87.563431,33.305954,-87.563159,33.305788,"LINESTRING (-87.56343099999999 33.305954, -87.563159 33.305788)"
B,residential,0.041059335798,-87.515678,33.188173,-87.515754,33.188184,"LINESTRING (-87.51567799999999 33.188173, -87.515754 33.188184)"
B,residential,0.0326116598834,-87.442919,33.079749,-87.442892,33.079631,"LINESTRING (-87.442919 33.079749, -87.442892 33.079631)"
B,residential,0.0318519408515,-87.436657,33.088113,-87.43608,33.088139,"LINESTRING (-87.436657 33.088113, -87.43608 33.088139)"
B,service,0.07300878532,-87.436845,33.087243,-87.435533,33.087097,"LINESTRING (-87.43684500000001 33.087243, -87.43553300000001 33.087097)"
B,service,0.0447557067414,-87.436928,33.086846,-87.436116,33.086841,"LINESTRING (-87.43692799999999 33.086846, -87.436116 33.086841)"
B,residential,0.0666779738376,-87.477232,33.309072,-87.477382,33.309012,"LINESTRING (-87.477232 33.309072, -87.47738200000001 33.309012)"
B,residential,0.0680397949707,-87.58614,33.308647,-87.586153,33.309323,"LINESTRING (-87.58614 33.308647, -87.586153 33.309323)"
B,residential,0.298638554975,-87.653939,33.309306,-87.653043,33.309482,"LINESTRING (-87.65393899999999 33.309306, -87.653043 33.309482)"
B,residential,0.0729910653833,-87.499462,33.310327,-87.499271,33.310147,"LINESTRING (-87.49946199999999 33.310327, -87.49927099999999 33.310147)"
B,residential,0.0289263246029,-87.521807,33.17719,-87.521995,33.177197,"LINESTRING (-87.521807 33.17719, -87.521995 33.177197)"
B,residential,0.0100266960127,-87.555413,33.129531,-87.555398,33.129676,"LINESTRING (-87.555413 33.129531, -87.555398 33.129676)"
B,residential,0.0684193664146,-87.530094,33.129934,-87.529008,33.129903,"LINESTRING (-87.53009400000001 33.129934, -87.529008 33.129903)"
B,residential,0.125789838619,-87.6137639,33.2249611,-87.6136849,33.2251502,"LINESTRING (-87.6137639 33.2249611, -87.6136849 33.2251502)"
B,residential,0.386140215911,-87.6121883,33.2253086,-87.612535,33.224563,"LINESTRING (-87.6121883 33.2253086, -87.61253499999999 33.224563)"
B,service,0.297796104609,-87.445029,33.125365,-87.444171,33.125597,"LINESTRING (-87.44502900000001 33.125365, -87.444171 33.125597)"
B,residential,0.0205549029338,-87.568406,33.271336,-87.568346,33.271148,"LINESTRING (-87.568406 33.271336, -87.56834600000001 33.271148)"
B,residential,0.0280839848916,-87.557351,33.129987,-87.557431,33.129846,"LINESTRING (-87.557351 33.129987, -87.55743099999999 33.129846)"
B,residential,0.184849200778,-87.444743,33.121572,-87.447752,33.122759,"LINESTRING (-87.444743 33.121572, -87.44775199999999 33.122759)"
F,motorway_link,0.313683849481,-87.5292405,33.2151856,-87.529209,33.2151,"LINESTRING (-87.5292405 33.2151856, -87.52920899999999 33.2151)"
B,residential,0.255666565533,-87.540526,33.303106,-87.540501,33.305477,"LINESTRING (-87.540526 33.303106, -87.54050100000001 33.305477)"
B,residential,0.19541368707,-87.543062,33.300731,-87.539852,33.301951,"LINESTRING (-87.54306200000001 33.300731, -87.539852 33.301951)"
B,residential,0.0423247844751,-87.55485,33.086667,-87.555617,33.086637,"LINESTRING (-87.55485 33.086667, -87.555617 33.086637)"
B,residential,0.0357577808097,-87.555455,33.085845,-87.556098,33.085914,"LINESTRING (-87.55545499999999 33.085845, -87.55609800000001 33.085914)"
B,service,0.0264742905776,-87.55795,33.110014,-87.557932,33.109935,"LINESTRING (-87.55795000000001 33.110014, -87.55793199999999 33.109935)"
B,residential,0.0444842899142,-87.556095,33.146028,-87.556267,33.145974,"LINESTRING (-87.556095 33.146028, -87.55626700000001 33.145974)"
B,residential,0.0203494489883,-87.554214,33.148676,-87.553987,33.148443,"LINESTRING (-87.554214 33.148676, -87.55398700000001 33.148443)"
B,residential,0.0543437377778,-87.55376,33.149011,-87.553895,33.149262,"LINESTRING (-87.55376 33.149011, -87.553895 33.149262)"
B,residential,0.0129919802352,-87.497928,33.296628,-87.497809,33.296673,"LINESTRING (-87.497928 33.296628, -87.497809 33.296673)"
B,residential,0.0310668510324,-87.497708,33.296695,-87.497726,33.296734,"LINESTRING (-87.497708 33.296695, -87.497726 33.296734)"
B,residential,0.135379564815,-87.606802,33.171872,-87.605872,33.17249,"LINESTRING (-87.606802 33.171872, -87.60587200000001 33.17249)"
B,residential,0.0210631927598,-87.487438,33.173634,-87.487321,33.173343,"LINESTRING (-87.487438 33.173634, -87.48732099999999 33.173343)"
B,residential,0.140102403274,-87.558629,33.138861,-87.558433,33.138996,"LINESTRING (-87.558629 33.138861, -87.55843299999999 33.138996)"
B,residential,0.0717785846504,-87.41726,33.149986,-87.41607,33.150411,"LINESTRING (-87.41726 33.149986, -87.41607 33.150411)"
F,primary_link,0.0434437599166,-87.5932347,33.2396572,-87.5929802,33.2396377,"LINESTRING (-87.5932347 33.2396572, -87.5929802 33.2396377)"
B,residential,0.0198349319713,-87.535197,33.239513,-87.535343,33.239642,"LINESTRING (-87.535197 33.239513, -87.535343 33.239642)"
B,residential,0.015579357652,-87.538035,33.23962,-87.537975,33.239673,"LINESTRING (-87.53803499999999 33.23962, -87.537975 33.239673)"
B,residential,0.133355175733,-87.624823,33.258792,-87.624965,33.25914,"LINESTRING (-87.62482300000001 33.258792, -87.624965 33.25914)"
B,residential,0.0501061636619,-87.489305,33.217124,-87.488404,33.217018,"LINESTRING (-87.489305 33.217124, -87.488404 33.217018)"
B,residential,0.125024051767,-87.484058,33.334834,-87.483916,33.334758,"LINESTRING (-87.484058 33.334834, -87.48391599999999 33.334758)"
B,residential,0.0397810607165,-87.635648,33.334428,-87.635867,33.334728,"LINESTRING (-87.635648 33.334428, -87.635867 33.334728)"
B,residential,0.0747292724136,-87.413348,33.336743,-87.413544,33.336812,"LINESTRING (-87.413348 33.336743, -87.413544 33.336812)"
B,residential,0.210142687882,-87.443617,33.337896,-87.443693,33.337532,"LINESTRING (-87.443617 33.337896, -87.443693 33.337532)"
B,residential,0.0427131259976,-87.595143,33.338341,-87.595034,33.337995,"LINESTRING (-87.59514299999999 33.338341, -87.595034 33.337995)"
B,residential,0.032508288961,-87.564751,33.10692,-87.564738,33.107132,"LINESTRING (-87.564751 33.10692, -87.56473800000001 33.107132)"
B,residential,0.0482479189971,-87.567168,33.108068,-87.567264,33.107944,"LINESTRING (-87.567168 33.108068, -87.56726399999999 33.107944)"
B,residential,0.109382603743,-87.588877,33.277366,-87.588753,33.277258,"LINESTRING (-87.588877 33.277366, -87.588753 33.277258)"
B,residential,0.0764929728065,-87.569863,33.277368,-87.570072,33.277361,"LINESTRING (-87.569863 33.277368, -87.570072 33.277361)"
B,residential,0.0392558366324,-87.571911,33.31483,-87.572139,33.314638,"LINESTRING (-87.571911 33.31483, -87.57213900000001 33.314638)"
B,residential,0.0425837755937,-87.570823,33.31281,-87.570936,33.31281,"LINESTRING (-87.570823 33.31281, -87.570936 33.31281)"
B,residential,0.0283849301653,-87.560438,33.139418,-87.560534,33.13955,"LINESTRING (-87.560438 33.139418, -87.560534 33.13955)"
B,service,0.187593747963,-87.513761,33.165359,-87.513832,33.165359,"LINESTRING (-87.513761 33.165359, -87.51383199999999 33.165359)"
B,residential,0.129332916625,-87.565825,33.176541,-87.566033,33.176661,"LINESTRING (-87.565825 33.176541, -87.566033 33.176661)"
B,service,0.0592418167582,-87.533603,33.174225,-87.533725,33.174264,"LINESTRING (-87.533603 33.174225, -87.533725 33.174264)"
B,residential,0.246884905434,-87.541482,33.134468,-87.541254,33.134138,"LINESTRING (-87.541482 33.134468, -87.541254 33.134138)"
B,residential,0.0385594188351,-87.543473,33.235537,-87.543406,33.235857,"LINESTRING (-87.54347300000001 33.235537, -87.543406 33.235857)"
B,residential,0.0154574657262,-87.628897,33.23612,-87.629053,33.236117,"LINESTRING (-87.62889699999999 33.23612, -87.629053 33.236117)"
B,residential,0.408317562694,-87.5092588,33.2980168,-87.5093947,33.2975718,"LINESTRING (-87.5092588 33.2980168, -87.5093947 33.2975718)"
B,residential,0.0272785410683,-87.544581,33.13621,-87.544456,33.136093,"LINESTRING (-87.54458099999999 33.13621, -87.544456 33.136093)"
