oneway,fclass,miles,startlon,startlat,endlon,endlat,LINESTRING
B,service,0.0603202780689,-87.537507,33.176057,-87.537535,33.175182,"LINESTRING (-87.53750700000001 33.176057, -87.53753500000001 33.175182)"
B,residential,0.263877343145,-87.558433,33.276472,-87.558471,33.276451,"LINESTRING (-87.55843299999999 33.276472, -87.558471 33.276451)"
B,residential,0.203178916228,-87.622222,33.275225,-87.622074,33.275332,"LINESTRING (-87.62222199999999 33.275225, -87.622074 33.275332)"
B,residential,0.134888033421,-87.490214,33.200314,-87.490007,33.200183,"LINESTRING (-87.49021399999999 33.200314, -87.49000700000001 33.200183)"
B,tertiary,0.532881735041,-87.52182,33.20086,-87.521578,33.200857,"LINESTRING (-87.52182000000001 33.20086, -87.52157800000001 33.200857)"
B,residential,0.0476638873658,-87.604079,33.218956,-87.603213,33.218936,"LINESTRING (-87.604079 33.218956, -87.603213 33.218936)"
B,residential,0.0274716710238,-87.485523,33.165475,-87.485271,33.16548,"LINESTRING (-87.485523 33.165475, -87.485271 33.16548)"
B,residential,0.0642713254116,-87.60096,33.28344,-87.601323,33.283448,"LINESTRING (-87.60096 33.28344, -87.60132299999999 33.283448)"
B,residential,0.118199047797,-87.411697,33.241718,-87.411772,33.241377,"LINESTRING (-87.411697 33.241718, -87.411772 33.241377)"
B,residential,0.405092017443,-87.591217,33.260557,-87.591241,33.260334,"LINESTRING (-87.591217 33.260557, -87.591241 33.260334)"
B,residential,0.411158828748,-87.580613,33.325698,-87.580691,33.325533,"LINESTRING (-87.580613 33.325698, -87.580691 33.325533)"
B,residential,0.0386066490013,-87.506629,33.172676,-87.506659,33.172252,"LINESTRING (-87.506629 33.172676, -87.506659 33.172252)"
B,service,0.206013854669,-87.506042,33.215002,-87.506046,33.214515,"LINESTRING (-87.50604199999999 33.215002, -87.506046 33.214515)"
B,residential,0.365493900648,-87.595099,33.190362,-87.59578,33.190419,"LINESTRING (-87.595099 33.190362, -87.59578 33.190419)"
B,residential,0.162635122887,-87.543015,33.187891,-87.543086,33.187935,"LINESTRING (-87.543015 33.187891, -87.543086 33.187935)"
B,residential,0.217205095713,-87.565834,33.189866,-87.567414,33.189919,"LINESTRING (-87.565834 33.189866, -87.567414 33.189919)"
B,residential,0.0278956927903,-87.598602,33.237291,-87.598353,33.23729,"LINESTRING (-87.598602 33.237291, -87.598353 33.23729)"
B,residential,0.0713592232841,-87.558165,33.189222,-87.558297,33.189183,"LINESTRING (-87.558165 33.189222, -87.558297 33.189183)"
B,residential,0.0116652104387,-87.592026,33.190311,-87.591815,33.190295,"LINESTRING (-87.592026 33.190311, -87.591815 33.190295)"
B,residential,0.890058574181,-87.56978,33.189953,-87.571345,33.190039,"LINESTRING (-87.56977999999999 33.189953, -87.57134499999999 33.190039)"
B,residential,0.08870604223,-87.55144,33.188753,-87.552792,33.188812,"LINESTRING (-87.55144 33.188753, -87.552792 33.188812)"
B,residential,0.0646167267323,-87.577567,33.233396,-87.578739,33.23346,"LINESTRING (-87.577567 33.233396, -87.578739 33.23346)"
B,residential,0.269348404832,-87.5481727,33.199016,-87.5481657,33.199146,"LINESTRING (-87.54817269999999 33.199016, -87.5481657 33.199146)"
B,residential,0.0508859380932,-87.531571,33.160701,-87.531338,33.160713,"LINESTRING (-87.531571 33.160701, -87.53133800000001 33.160713)"
B,residential,0.0548999925584,-87.524122,33.160677,-87.523826,33.160674,"LINESTRING (-87.52412200000001 33.160677, -87.523826 33.160674)"
B,residential,0.0104459548562,-87.485609,33.151578,-87.485508,33.151604,"LINESTRING (-87.485609 33.151578, -87.485508 33.151604)"
B,residential,0.218987944708,-87.447725,33.138992,-87.447461,33.138947,"LINESTRING (-87.44772500000001 33.138992, -87.447461 33.138947)"
B,residential,0.131368982278,-87.512257,33.192313,-87.512358,33.192166,"LINESTRING (-87.51225700000001 33.192313, -87.51235800000001 33.192166)"
B,service,0.206075724915,-87.505112,33.215003,-87.505098,33.214651,"LINESTRING (-87.505112 33.215003, -87.505098 33.214651)"
B,residential,0.115219119059,-87.530049,33.125458,-87.530328,33.125453,"LINESTRING (-87.53004900000001 33.125458, -87.530328 33.125453)"
B,residential,0.185028228503,-87.476661,33.147156,-87.476519,33.147126,"LINESTRING (-87.47666099999999 33.147156, -87.476519 33.147126)"
B,residential,0.384868277276,-87.473463,33.147675,-87.473603,33.147616,"LINESTRING (-87.473463 33.147675, -87.473603 33.147616)"
B,residential,0.0402892788802,-87.497606,33.207898,-87.497189,33.207893,"LINESTRING (-87.497606 33.207898, -87.49718900000001 33.207893)"
B,residential,0.0997758236765,-87.463378,33.205374,-87.462955,33.205267,"LINESTRING (-87.46337800000001 33.205374, -87.46295499999999 33.205267)"
B,residential,0.112261359493,-87.49525,33.207493,-87.494664,33.207499,"LINESTRING (-87.49525 33.207493, -87.494664 33.207499)"
B,residential,0.0829728379883,-87.58455,33.305442,-87.584455,33.305495,"LINESTRING (-87.58454999999999 33.305442, -87.58445500000001 33.305495)"
B,residential,0.0950670201574,-87.475742,33.235464,-87.475741,33.235352,"LINESTRING (-87.475742 33.235464, -87.475741 33.235352)"
B,residential,0.136744277428,-87.556335,33.231201,-87.556487,33.231384,"LINESTRING (-87.556335 33.231201, -87.556487 33.231384)"
B,residential,0.319590017571,-87.460839,33.195301,-87.460956,33.195304,"LINESTRING (-87.46083900000001 33.195301, -87.460956 33.195304)"
B,residential,0.0285374320535,-87.59661,33.256265,-87.596345,33.256453,"LINESTRING (-87.59661 33.256265, -87.596345 33.256453)"
B,residential,1.86608322514,-87.572002,33.3309,-87.571863,33.330889,"LINESTRING (-87.572002 33.3309, -87.57186299999999 33.330889)"
B,residential,0.114850072548,-87.488578,33.177011,-87.488676,33.177191,"LINESTRING (-87.488578 33.177011, -87.488676 33.177191)"
B,residential,0.0682872489028,-87.578703,33.178716,-87.578645,33.178662,"LINESTRING (-87.578703 33.178716, -87.57864499999999 33.178662)"
B,residential,0.0642296188226,-87.480201,33.240285,-87.480204,33.241217,"LINESTRING (-87.48020099999999 33.240285, -87.480204 33.241217)"
B,residential,0.450708719978,-87.480083,33.232992,-87.480086,33.233199,"LINESTRING (-87.48008299999999 33.232992, -87.480086 33.233199)"
B,residential,0.112719305459,-87.479418,33.228727,-87.4794,33.228912,"LINESTRING (-87.479418 33.228727, -87.4794 33.228912)"
B,residential,0.212486679785,-87.45417,33.192422,-87.454242,33.192377,"LINESTRING (-87.45417 33.192422, -87.45424199999999 33.192377)"
B,residential,0.114516664752,-87.5199,33.245694,-87.519889,33.245593,"LINESTRING (-87.51990000000001 33.245694, -87.51988900000001 33.245593)"
B,residential,0.243606223177,-87.596991,33.309469,-87.596817,33.309485,"LINESTRING (-87.596991 33.309469, -87.596817 33.309485)"
B,residential,0.248685179561,-87.540689,33.318892,-87.540496,33.318925,"LINESTRING (-87.540689 33.318892, -87.540496 33.318925)"
B,residential,0.0991809617035,-87.522033,33.204255,-87.52203,33.205073,"LINESTRING (-87.52203299999999 33.204255, -87.52203 33.205073)"
B,residential,0.639454187229,-87.53986,33.182184,-87.539686,33.182125,"LINESTRING (-87.53986 33.182184, -87.539686 33.182125)"
B,residential,0.265588834886,-87.537646,33.198393,-87.537678,33.198262,"LINESTRING (-87.537646 33.198393, -87.537678 33.198262)"
B,residential,0.171626516518,-87.538578,33.192467,-87.538596,33.192095,"LINESTRING (-87.538578 33.192467, -87.538596 33.192095)"
B,residential,0.139859674591,-87.481471,33.209691,-87.481518,33.209152,"LINESTRING (-87.481471 33.209691, -87.48151799999999 33.209152)"
B,residential,0.0182123579849,-87.481088,33.209927,-87.481103,33.209663,"LINESTRING (-87.481088 33.209927, -87.481103 33.209663)"
B,residential,0.0665935470746,-87.48165,33.206878,-87.481713,33.205913,"LINESTRING (-87.48165 33.206878, -87.481713 33.205913)"
B,residential,0.0966857375744,-87.60106,33.257762,-87.601279,33.257871,"LINESTRING (-87.60106 33.257762, -87.60127900000001 33.257871)"
B,residential,0.378353284528,-87.550694,33.190095,-87.550718,33.189754,"LINESTRING (-87.55069399999999 33.190095, -87.550718 33.189754)"
B,residential,0.412366078417,-87.424894,33.14376,-87.42488,33.143693,"LINESTRING (-87.42489399999999 33.14376, -87.42488 33.143693)"
B,residential,0.207848817417,-87.595731,33.282608,-87.59566,33.28257,"LINESTRING (-87.595731 33.282608, -87.59566 33.28257)"
B,residential,2.42480072232,-87.382715,33.258747,-87.382726,33.258997,"LINESTRING (-87.382715 33.258747, -87.38272600000001 33.258997)"
B,residential,0.462199380263,-87.429138,33.187399,-87.429728,33.187433,"LINESTRING (-87.42913799999999 33.187399, -87.429728 33.187433)"
B,residential,0.0474049121822,-87.4927746,33.2830319,-87.4929478,33.2831645,"LINESTRING (-87.4927746 33.2830319, -87.4929478 33.2831645)"
B,residential,0.0285155523543,-87.493146,33.283611,-87.493173,33.283515,"LINESTRING (-87.493146 33.283611, -87.493173 33.283515)"
B,residential,0.078356601826,-87.505379,33.173339,-87.505197,33.173341,"LINESTRING (-87.505379 33.173339, -87.505197 33.173341)"
B,residential,0.0855278294583,-87.536586,33.173236,-87.536379,33.173225,"LINESTRING (-87.536586 33.173236, -87.536379 33.173225)"
B,residential,0.0228108377218,-87.529645,33.17251,-87.529645,33.172841,"LINESTRING (-87.529645 33.17251, -87.529645 33.172841)"
B,residential,0.167344713612,-87.532308,33.172668,-87.531389,33.172562,"LINESTRING (-87.532308 33.172668, -87.531389 33.172562)"
B,residential,0.126292260877,-87.457545,33.181137,-87.457575,33.181755,"LINESTRING (-87.457545 33.181137, -87.45757500000001 33.181755)"
B,residential,0.425504615652,-87.626968,33.24609,-87.627002,33.246277,"LINESTRING (-87.62696800000001 33.24609, -87.627002 33.246277)"
B,residential,0.326083685888,-87.581065,33.179676,-87.581105,33.179721,"LINESTRING (-87.581065 33.179676, -87.58110499999999 33.179721)"
B,residential,0.034049479727,-87.581473,33.179305,-87.58127,33.179502,"LINESTRING (-87.581473 33.179305, -87.58127 33.179502)"
B,residential,0.0283022641998,-87.460251,33.222426,-87.460085,33.222434,"LINESTRING (-87.460251 33.222426, -87.46008500000001 33.222434)"
B,residential,0.102997030273,-87.459793,33.222578,-87.45995,33.222927,"LINESTRING (-87.459793 33.222578, -87.45995000000001 33.222927)"
B,residential,0.108301632014,-87.544089,33.187111,-87.545143,33.187173,"LINESTRING (-87.544089 33.187111, -87.545143 33.187173)"
B,residential,0.475410060316,-87.567494,33.188916,-87.567546,33.188969,"LINESTRING (-87.567494 33.188916, -87.56754599999999 33.188969)"
B,residential,0.13358510569,-87.590945,33.189283,-87.591149,33.189413,"LINESTRING (-87.590945 33.189283, -87.591149 33.189413)"
B,residential,0.0438810894762,-87.582805,33.234457,-87.583334,33.234475,"LINESTRING (-87.58280499999999 33.234457, -87.58333399999999 33.234475)"
B,residential,0.197389847764,-87.553638,33.187474,-87.554077,33.187492,"LINESTRING (-87.55363800000001 33.187474, -87.55407700000001 33.187492)"
B,residential,0.0618123114096,-87.557401,33.187945,-87.557776,33.187939,"LINESTRING (-87.557401 33.187945, -87.557776 33.187939)"
B,residential,0.0426811996317,-87.577578,33.233949,-87.578351,33.234003,"LINESTRING (-87.577578 33.233949, -87.578351 33.234003)"
B,residential,0.174208522673,-87.583986,33.188891,-87.584234,33.188898,"LINESTRING (-87.583986 33.188891, -87.584234 33.188898)"
B,service,0.199096025312,-87.511937,33.211742,-87.511856,33.211778,"LINESTRING (-87.511937 33.211742, -87.51185599999999 33.211778)"
B,residential,0.191656933581,-87.477067,33.183546,-87.476891,33.183548,"LINESTRING (-87.47706700000001 33.183546, -87.47689099999999 33.183548)"
B,residential,0.0497714688705,-87.518554,33.185175,-87.518017,33.18517,"LINESTRING (-87.51855399999999 33.185175, -87.518017 33.18517)"
B,residential,0.0947560583046,-87.512741,33.185223,-87.511867,33.185246,"LINESTRING (-87.51274100000001 33.185223, -87.511867 33.185246)"
B,residential,0.108610164602,-87.566761,33.247895,-87.566241,33.248154,"LINESTRING (-87.566761 33.247895, -87.56624100000001 33.248154)"
B,residential,0.155158777352,-87.492333,33.109,-87.492284,33.108831,"LINESTRING (-87.492333 33.109, -87.492284 33.108831)"
B,tertiary,0.518697429391,-87.543089,33.184237,-87.543145,33.184174,"LINESTRING (-87.54308899999999 33.184237, -87.543145 33.184174)"
B,residential,0.0680755291252,-87.510872,33.192033,-87.510824,33.191499,"LINESTRING (-87.51087200000001 33.192033, -87.510824 33.191499)"
B,residential,0.0223751036508,-87.508264,33.173392,-87.508092,33.173389,"LINESTRING (-87.508264 33.173392, -87.508092 33.173389)"
B,residential,0.218079542333,-87.515642,33.238577,-87.515568,33.238819,"LINESTRING (-87.515642 33.238577, -87.515568 33.238819)"
B,residential,0.139417706969,-87.555779,33.134247,-87.555801,33.134067,"LINESTRING (-87.555779 33.134247, -87.555801 33.134067)"
B,residential,0.344981133101,-87.605802,33.304212,-87.605874,33.304392,"LINESTRING (-87.605802 33.304212, -87.605874 33.304392)"
B,residential,0.185194589647,-87.649349,33.344129,-87.64888,33.34414,"LINESTRING (-87.649349 33.344129, -87.64888000000001 33.34414)"
B,residential,0.0461900445116,-87.480177,33.182699,-87.479685,33.182454,"LINESTRING (-87.480177 33.182699, -87.479685 33.182454)"
B,residential,0.223822878738,-87.477049,33.18264,-87.476719,33.182631,"LINESTRING (-87.47704899999999 33.18264, -87.476719 33.182631)"
B,residential,0.114954178215,-87.473395,33.182904,-87.473038,33.182895,"LINESTRING (-87.473395 33.182904, -87.473038 33.182895)"
B,residential,0.177764493977,-87.520861,33.184088,-87.520288,33.184089,"LINESTRING (-87.520861 33.184088, -87.52028799999999 33.184089)"
B,residential,0.206498463509,-87.424732,33.156399,-87.424971,33.155844,"LINESTRING (-87.42473200000001 33.156399, -87.424971 33.155844)"
B,residential,0.100095697032,-87.471485,33.188933,-87.471134,33.188862,"LINESTRING (-87.471485 33.188933, -87.47113400000001 33.188862)"
B,residential,1.46594632855,-87.515013,33.079915,-87.515172,33.079766,"LINESTRING (-87.515013 33.079915, -87.51517200000001 33.079766)"
B,residential,0.101239894979,-87.470308,33.198087,-87.470311,33.197764,"LINESTRING (-87.470308 33.198087, -87.470311 33.197764)"
B,tertiary,0.330618353633,-87.497357,33.16987,-87.497348,33.170132,"LINESTRING (-87.49735699999999 33.16987, -87.497348 33.170132)"
B,residential,0.25537066811,-87.424922,33.234422,-87.42433,33.234581,"LINESTRING (-87.424922 33.234422, -87.42433 33.234581)"
B,residential,0.121484175029,-87.5392485,33.1751199,-87.539793,33.175134,"LINESTRING (-87.5392485 33.1751199, -87.539793 33.175134)"
B,residential,0.0139949168667,-87.579861,33.178167,-87.580101,33.1781,"LINESTRING (-87.57986099999999 33.178167, -87.580101 33.1781)"
B,unclassified,1.19270928132,-87.490349,33.162903,-87.489715,33.162771,"LINESTRING (-87.49034899999999 33.162903, -87.489715 33.162771)"
B,residential,0.316334558179,-87.437134,33.249544,-87.437356,33.249609,"LINESTRING (-87.437134 33.249544, -87.43735599999999 33.249609)"
B,residential,0.0478515115193,-87.558981,33.143417,-87.559147,33.143236,"LINESTRING (-87.558981 33.143417, -87.559147 33.143236)"
B,secondary,1.90682685884,-87.576992,33.215656,-87.577017,33.215656,"LINESTRING (-87.576992 33.215656, -87.577017 33.215656)"
B,residential,0.34292487857,-87.568948,33.188183,-87.568868,33.188035,"LINESTRING (-87.56894800000001 33.188183, -87.56886799999999 33.188035)"
B,residential,0.124337833045,-87.594782,33.308901,-87.594886,33.308768,"LINESTRING (-87.594782 33.308901, -87.594886 33.308768)"
B,residential,0.119794993001,-87.59501,33.237062,-87.593844,33.236992,"LINESTRING (-87.59501 33.237062, -87.593844 33.236992)"
B,residential,0.0428602162685,-87.559157,33.185108,-87.559226,33.18513,"LINESTRING (-87.559157 33.185108, -87.559226 33.18513)"
B,residential,0.687150146803,-87.543089,33.184237,-87.543248,33.184233,"LINESTRING (-87.54308899999999 33.184237, -87.54324800000001 33.184233)"
B,residential,0.0110168070187,-87.5635392,33.1851485,-87.563739,33.185158,"LINESTRING (-87.56353919999999 33.1851485, -87.563739 33.185158)"
B,residential,0.10042351416,-87.555569,33.184936,-87.557388,33.185049,"LINESTRING (-87.55556900000001 33.184936, -87.557388 33.185049)"
B,residential,0.0108846986127,-87.577469,33.185941,-87.577665,33.185962,"LINESTRING (-87.57746899999999 33.185941, -87.577665 33.185962)"
B,tertiary,0.867482030048,-87.577473,33.185784,-87.577537,33.185882,"LINESTRING (-87.577473 33.185784, -87.57753700000001 33.185882)"
B,residential,0.0454768680391,-87.579496,33.236505,-87.579286,33.236506,"LINESTRING (-87.57949600000001 33.236505, -87.579286 33.236506)"
B,residential,0.416696144231,-87.597238,33.186995,-87.597423,33.186996,"LINESTRING (-87.597238 33.186995, -87.59742300000001 33.186996)"
B,residential,0.0958604345817,-87.553781,33.234385,-87.55425,33.234226,"LINESTRING (-87.553781 33.234385, -87.55425 33.234226)"
B,residential,0.12272258986,-87.572265,33.314161,-87.571994,33.314174,"LINESTRING (-87.572265 33.314161, -87.571994 33.314174)"
B,residential,0.172314472212,-87.461263,33.225178,-87.461418,33.225127,"LINESTRING (-87.461263 33.225178, -87.46141799999999 33.225127)"
B,residential,0.0615947423332,-87.509405,33.18446,-87.508286,33.184468,"LINESTRING (-87.509405 33.18446, -87.508286 33.184468)"
B,residential,0.33124310271,-87.53981,33.149803,-87.542252,33.149773,"LINESTRING (-87.53981 33.149803, -87.542252 33.149773)"
B,residential,0.0621808020771,-87.425179,33.236037,-87.425232,33.235976,"LINESTRING (-87.425179 33.236037, -87.42523199999999 33.235976)"
B,residential,0.36065681025,-87.542254,33.130347,-87.542279,33.130222,"LINESTRING (-87.542254 33.130347, -87.54227899999999 33.130222)"
B,residential,0.110957312023,-87.425326,33.235186,-87.424053,33.235667,"LINESTRING (-87.425326 33.235186, -87.424053 33.235667)"
B,residential,0.134294055539,-87.480153,33.207796,-87.480199,33.207017,"LINESTRING (-87.480153 33.207796, -87.480199 33.207017)"
B,residential,0.244809023464,-87.481102,33.210588,-87.480115,33.210557,"LINESTRING (-87.48110200000001 33.210588, -87.480115 33.210557)"
B,residential,0.0708535669661,-87.497584,33.299318,-87.498339,33.299462,"LINESTRING (-87.497584 33.299318, -87.498339 33.299462)"
B,residential,0.0847705680399,-87.556686,33.18676,-87.557873,33.186816,"LINESTRING (-87.556686 33.18676, -87.557873 33.186816)"
B,residential,0.174227629036,-87.5774596,33.1880712,-87.5781666,33.1881002,"LINESTRING (-87.5774596 33.1880712, -87.5781666 33.1881002)"
B,residential,0.0928374403769,-87.574297,33.188722,-87.575981,33.188799,"LINESTRING (-87.574297 33.188722, -87.575981 33.188799)"
B,residential,0.290018196476,-87.57232,33.234122,-87.572834,33.234127,"LINESTRING (-87.57232 33.234122, -87.572834 33.234127)"
B,residential,0.0949335326319,-87.588914,33.235545,-87.589565,33.235115,"LINESTRING (-87.588914 33.235545, -87.58956499999999 33.235115)"
B,tertiary,0.605935988351,-87.540625,33.185943,-87.540754,33.185989,"LINESTRING (-87.54062500000001 33.185943, -87.54075400000001 33.185989)"
B,residential,0.174594505593,-87.553634,33.186821,-87.556802,33.18695,"LINESTRING (-87.553634 33.186821, -87.556802 33.18695)"
B,residential,0.164593667069,-87.58496,33.188189,-87.585268,33.188207,"LINESTRING (-87.58496 33.188189, -87.585268 33.188207)"
B,residential,0.127629053548,-87.5913,33.188834,-87.591648,33.188913,"LINESTRING (-87.5913 33.188834, -87.59164800000001 33.188913)"
B,residential,0.294681387033,-87.544898,33.229467,-87.545398,33.229531,"LINESTRING (-87.544898 33.229467, -87.54539800000001 33.229531)"
B,residential,0.297771128667,-87.634763,33.234079,-87.635076,33.234119,"LINESTRING (-87.63476300000001 33.234079, -87.635076 33.234119)"
F,secondary,0.0548361786296,-87.543376,33.162148,-87.5433947,33.1619859,"LINESTRING (-87.54337599999999 33.162148, -87.54339469999999 33.1619859)"
F,secondary,0.0739756092426,-87.523293,33.147832,-87.523435,33.147832,"LINESTRING (-87.523293 33.147832, -87.52343500000001 33.147832)"
B,tertiary,1.98983970448,-87.447984,33.140793,-87.447824,33.14085,"LINESTRING (-87.44798400000001 33.140793, -87.447824 33.14085)"
B,residential,0.313985087025,-87.555176,33.211154,-87.5551759,33.210509,"LINESTRING (-87.555176 33.211154, -87.55517589999999 33.210509)"
B,residential,0.574421028631,-87.555365,33.197954,-87.55545,33.197879,"LINESTRING (-87.55536499999999 33.197954, -87.55544999999999 33.197879)"
F,residential,0.192145173461,-87.572729,33.223132,-87.572972,33.224122,"LINESTRING (-87.572729 33.223132, -87.57297199999999 33.224122)"
B,residential,0.253137069831,-87.5551504,33.20292,-87.5551361,33.2029897,"LINESTRING (-87.5551504 33.20292, -87.5551361 33.2029897)"
B,residential,0.078954490488,-87.555227,33.201777,-87.555222,33.201985,"LINESTRING (-87.555227 33.201777, -87.555222 33.201985)"
B,residential,0.0898101554263,-87.572555,33.227987,-87.5725535,33.228055,"LINESTRING (-87.57255499999999 33.227987, -87.5725535 33.228055)"
B,residential,0.678338894034,-87.508382,33.216122,-87.508357,33.21517,"LINESTRING (-87.508382 33.216122, -87.508357 33.21517)"
B,residential,0.250642530016,-87.508229,33.197628,-87.508227,33.197494,"LINESTRING (-87.508229 33.197628, -87.50822700000001 33.197494)"
B,residential,0.256345149919,-87.508843,33.206265,-87.508845,33.206018,"LINESTRING (-87.508843 33.206265, -87.50884499999999 33.206018)"
B,residential,0.257004998547,-87.538587,33.200176,-87.538751,33.200201,"LINESTRING (-87.53858700000001 33.200176, -87.538751 33.200201)"
B,residential,0.170722811831,-87.549888,33.226881,-87.549397,33.226855,"LINESTRING (-87.549888 33.226881, -87.549397 33.226855)"
B,residential,0.275652438451,-87.551148,33.223515,-87.551144,33.223681,"LINESTRING (-87.551148 33.223515, -87.55114399999999 33.223681)"
B,residential,0.352851827666,-87.549562,33.228116,-87.549567,33.22835,"LINESTRING (-87.54956199999999 33.228116, -87.549567 33.22835)"
B,residential,0.128466158719,-87.609369,33.197969,-87.609673,33.197851,"LINESTRING (-87.609369 33.197969, -87.609673 33.197851)"
B,residential,0.161037484469,-87.531678,33.188187,-87.531787,33.18779,"LINESTRING (-87.531678 33.188187, -87.53178699999999 33.18779)"
B,residential,0.327267180362,-87.549641,33.244027,-87.549848,33.244252,"LINESTRING (-87.54964099999999 33.244027, -87.549848 33.244252)"
B,residential,0.0670389820634,-87.531337,33.189103,-87.53135,33.189005,"LINESTRING (-87.53133699999999 33.189103, -87.53135 33.189005)"
B,residential,0.415440643441,-87.531289,33.19862,-87.531311,33.198284,"LINESTRING (-87.531289 33.19862, -87.531311 33.198284)"
B,residential,0.170107537403,-87.4468,33.166395,-87.446836,33.166313,"LINESTRING (-87.4468 33.166395, -87.446836 33.166313)"
B,residential,0.160614346745,-87.563606,33.131954,-87.563631,33.131635,"LINESTRING (-87.56360599999999 33.131954, -87.563631 33.131635)"
B,residential,0.0980418797096,-87.532392,33.23255,-87.532009,33.232532,"LINESTRING (-87.532392 33.23255, -87.532009 33.232532)"
B,residential,0.02479099973,-87.580922,33.241332,-87.580963,33.241542,"LINESTRING (-87.580922 33.241332, -87.580963 33.241542)"
B,residential,0.189544062209,-87.579104,33.220688,-87.579353,33.22065,"LINESTRING (-87.579104 33.220688, -87.579353 33.22065)"
B,residential,0.571045973134,-87.548596,33.289257,-87.548447,33.289237,"LINESTRING (-87.548596 33.289257, -87.548447 33.289237)"
B,residential,0.0405994306782,-87.585726,33.281672,-87.585945,33.281715,"LINESTRING (-87.58572599999999 33.281672, -87.585945 33.281715)"
B,residential,0.227464515184,-87.538909,33.212564,-87.538917,33.211855,"LINESTRING (-87.538909 33.212564, -87.538917 33.211855)"
B,residential,0.0251259661091,-87.553696,33.121296,-87.5536116,33.1216543,"LINESTRING (-87.553696 33.121296, -87.5536116 33.1216543)"
B,secondary,0.0603887192677,-87.5295463,33.2289683,-87.5293349,33.228931,"LINESTRING (-87.52954630000001 33.2289683, -87.52933489999999 33.228931)"
B,residential,0.848528727214,-87.498606,33.191473,-87.498593,33.191429,"LINESTRING (-87.498606 33.191473, -87.498593 33.191429)"
B,residential,0.100502235586,-87.601162,33.182775,-87.601018,33.182644,"LINESTRING (-87.601162 33.182775, -87.601018 33.182644)"
B,residential,0.144545312749,-87.600202,33.181573,-87.599987,33.181596,"LINESTRING (-87.600202 33.181573, -87.599987 33.181596)"
B,residential,0.187120181045,-87.584522,33.301839,-87.584435,33.301898,"LINESTRING (-87.58452200000001 33.301839, -87.584435 33.301898)"
B,residential,0.0609088671195,-87.499693,33.273572,-87.500214,33.273761,"LINESTRING (-87.49969299999999 33.273572, -87.500214 33.273761)"
B,residential,0.0182627916601,-87.512744,33.175063,-87.512746,33.174798,"LINESTRING (-87.512744 33.175063, -87.51274600000001 33.174798)"
B,residential,0.0830926843856,-87.471277,33.146791,-87.471093,33.14671,"LINESTRING (-87.471277 33.146791, -87.471093 33.14671)"
B,residential,0.145876762613,-87.472926,33.146771,-87.4726233,33.1469017,"LINESTRING (-87.472926 33.146771, -87.4726233 33.1469017)"
B,residential,0.0660810695391,-87.6022512,33.1885418,-87.602564,33.188761,"LINESTRING (-87.6022512 33.1885418, -87.602564 33.188761)"
B,residential,0.299641386339,-87.597033,33.187705,-87.597193,33.187801,"LINESTRING (-87.597033 33.187705, -87.597193 33.187801)"
B,residential,0.0420184618451,-87.504357,33.298672,-87.504314,33.298443,"LINESTRING (-87.504357 33.298672, -87.50431399999999 33.298443)"
B,residential,0.540112462809,-87.505179,33.30388,-87.505031,33.303722,"LINESTRING (-87.505179 33.30388, -87.505031 33.303722)"
B,residential,0.182739862679,-87.663432,33.27508,-87.663672,33.275259,"LINESTRING (-87.663432 33.27508, -87.66367200000001 33.275259)"
B,residential,0.11998356641,-87.483266,33.110909,-87.483764,33.110726,"LINESTRING (-87.483266 33.110909, -87.48376399999999 33.110726)"
B,residential,0.0888996945309,-87.666327,33.268803,-87.666696,33.268827,"LINESTRING (-87.666327 33.268803, -87.666696 33.268827)"
B,residential,0.0871940313267,-87.575379,33.262444,-87.575738,33.262524,"LINESTRING (-87.575379 33.262444, -87.575738 33.262524)"
B,tertiary,0.192295349537,-87.435772,33.090477,-87.435503,33.090757,"LINESTRING (-87.435772 33.090477, -87.435503 33.090757)"
B,residential,0.192249001788,-87.656923,33.270895,-87.656907,33.270594,"LINESTRING (-87.65692300000001 33.270895, -87.656907 33.270594)"
B,residential,0.442695581864,-87.446923,33.09218,-87.446883,33.092514,"LINESTRING (-87.446923 33.09218, -87.446883 33.092514)"
B,residential,0.0848783839731,-87.446765,33.096093,-87.446626,33.096169,"LINESTRING (-87.446765 33.096093, -87.44662599999999 33.096169)"
B,residential,0.0962271166243,-87.446873,33.095003,-87.446773,33.095027,"LINESTRING (-87.446873 33.095003, -87.44677299999999 33.095027)"
B,residential,0.0311563017092,-87.445853,33.095382,-87.445777,33.09583,"LINESTRING (-87.445853 33.095382, -87.44577700000001 33.09583)"
B,residential,0.102206476669,-87.566667,33.112634,-87.566643,33.113017,"LINESTRING (-87.566667 33.112634, -87.566643 33.113017)"
B,residential,0.103680901249,-87.476614,33.177363,-87.476569,33.177261,"LINESTRING (-87.476614 33.177363, -87.476569 33.177261)"
B,residential,0.194264251469,-87.512416,33.217095,-87.512275,33.217098,"LINESTRING (-87.512416 33.217095, -87.512275 33.217098)"
B,residential,0.210282235194,-87.54876,33.14794,-87.548738,33.148107,"LINESTRING (-87.54876 33.14794, -87.548738 33.148107)"
B,residential,0.868035597881,-87.581129,33.327527,-87.580997,33.327741,"LINESTRING (-87.581129 33.327527, -87.580997 33.327741)"
B,residential,0.0290229230365,-87.572524,33.330961,-87.572413,33.33094,"LINESTRING (-87.572524 33.330961, -87.572413 33.33094)"
